prompt,command,expected,exact_match,formatting,syntax_valid,tool,flags,args,constraints,safety,overall,reasoning
Show the current timezone setting of the system.,"timedatectl status | grep ""Time zone""","timedatectl | grep ""Time zone""",False,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and flag; uses grep to filter the relevant line from timedatectl output.
"Create a new tmux session named ""dev"" and attach to it.",tmux new-session -s dev && tmux attach-session -t dev,tmux new -s dev,False,True,True,True,1.0,2.0,2.0,True,4.0,Uses correct tool but includes redundant command; 'tmux new -s dev' is sufficient to create and attach to the session.
Detach from the current tmux session without killing it.,tmux detach,Ctrl‑b d,False,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool and command for detaching from a tmux session, though expected answer uses a keybinding instead of a command."
"Search for the word ""TODO"" in all files, ignoring the ""node_modules"" directory, and output the file name and line number.","grep -r --exclude=""node_modules"" ""TODO"" .","grep -RIn ""TODO"" . --exclude-dir=node_modules",False,True,True,True,1.0,2.0,1.0,True,3.0,"Correct tool and exclusion constraint, but missing line numbers and file names in output due to missing -H and -n flags."
"Convert the image ""photo.png"" to a JPEG with 85% quality using ImageMagick.",convert photo.png -quality 85% output.jpg,convert photo.png -quality 85 photo.jpg,False,True,True,True,1.0,2.0,2.0,True,4.0,"Correct tool and flags, but uses 85% instead of 85 (quality flag expects integer), and output filename differs slightly but is acceptable."
Display the current system load averages.,uptime,cat /proc/loadavg,False,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool 'uptime' is used, but 'cat /proc/loadavg' is also a valid alternative. The command is correct and complete."
"Find duplicate files (by checksum) in the directory ""backup"" and list them.",find backup -type f -exec md5sum {} + | sort | uniq -d | xargs md5sum -c,fdupes -r backup,False,True,True,True,2.0,2.0,2.0,True,4.0,Uses correct tool (find) but the command is overly complex and not the most efficient way to find duplicates; expected suggests fdupes which is more direct.
"Create a virtual environment named ""venv"" using Python 3 and activate it.",python3 -m venv venv && source venv/bin/activate,python3 -m venv venv && source venv/bin/activate,True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, flags, arguments, and constraints; command is safe and complete."
List all Bluetooth devices that are currently paired.,bluetoothctl devices,bluetoothctl paired-devices,False,True,True,True,2.0,2.0,1.0,True,4.0,"Correct tool but uses 'devices' instead of 'paired-devices' as expected, which may not fully align with the input_text's request."
"Show the current SELinux mode (Enforcing, Permissive, Disabled).",sestatus,getenforce,False,True,True,True,2.0,2.0,2.0,True,4.0,Correct tool but 'sestatus' is not the expected command; 'getenforce' is the correct tool for showing SELinux mode.
Generate a random UUID and print it.,uuidgen,uuidgen,True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool used with no flags needed; command is valid and meets the input requirement.
"Display the contents of the file ""data.json"" formatted with syntax highlighting using jq.",jq . data.json,jq . data.json,True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and command; uses jq to format and display data.json with syntax highlighting.
"Create a compressed zip archive ""src.zip"" containing the directory ""src"" while preserving file permissions.",zip -r src.zip src,zip -r -X src.zip src,False,True,True,True,1.0,2.0,1.0,True,3.0,"The -X flag is needed to preserve file permissions, which is missing in the command."
"Search for the pattern ""password"" in all files, but exclude the ""config"" directory, and show the matching lines with line numbers.","grep -r --exclude-dir=config ""password"" .","grep -RIn ""password"" . --exclude-dir=config",False,True,True,True,1.0,2.0,1.0,True,3.0,Missing line numbers flag (-n) and uses -r instead of -R; some constraints are not fully honored.
"Set the system date to January 1, 2025, 12:00 PM (requires root).","sudo date -s ""2025-01-01 12:00:00""","date -s ""2025-01-01 12:00:00""",False,True,True,True,2.0,2.0,1.0,True,3.0,"Correct tool and flag, but missing 'sudo' which is required as per input_text constraint."
List all active systemd services and their status in a table.,"systemctl list-units --type=service --state=active | awk '{print $1, $3}' | column -t",systemctl list-units --type=service --state=running,False,True,True,True,1.0,2.0,0.0,True,2.0,Uses correct tool but wrong state flag (active vs running) and lacks table formatting as requested.
"Show the differences between two branches ""main"" and ""feature"" in Git, ignoring whitespace changes.",git diff --ignore-space-change main feature,git diff -w main..feature,False,True,True,True,2.0,1.0,2.0,True,4.0,"Correct tool and flag for ignoring whitespace, but the argument format differs from expected (main..feature vs main feature)."
"Create a hard link to the file ""report.pdf"" named ""report_link.pdf"" in the same directory.",ln -s report.pdf report_link.pdf,ln report.pdf report_link.pdf,False,True,True,True,0.0,2.0,0.0,True,1.0,Used -s flag for symbolic link instead of hard link as requested.
Display the current mount points and their filesystem types in a tree view using findmnt.,"findmnt -o SOURCE,TYPE -t ext4,ext3,ext2,ntfs,ntfs-3g,iso9660,udf,exfat,fat32,iso9660,udf,exfat,fat32",findmnt -T /,False,True,True,True,0.0,0.0,0.0,True,1.0,The command uses incorrect flags and options; the -T option is not valid for findmnt and the output format is not tree view as requested.
"Monitor real‑time network traffic on interface ""eth0"" using tcpdump, showing only the first 20 packets.",sudo tcpdump -i eth0 -c 20,tcpdump -i eth0 -c 20,False,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, correct flags, and correct args; uses sudo which is appropriate for monitoring network traffic."
Schedule a system reboot at 3:30 AM tomorrow using at.,at 03:30 tomorrow run reboot,"echo ""reboot"" | at 03:30 tomorrow",False,True,True,True,0.0,0.0,0.0,True,1.0,Incorrect use of 'run' instead of piping command to at; syntax is valid but command is wrong.
"Check the SSL certificate expiration date for ""https://example.com"" using openssl.","openssl s_client -connect example.com:443 -servername example.com -showcerts | grep ""Not After""",echo | openssl s_client -servername example.com -connect example.com:443 2>/dev/null | openssl x509 -noout -dates,False,True,True,True,1.0,1.0,1.0,True,3.0,Uses s_client and grep which may not reliably extract the expiration date; expected command uses x509 for accurate date extraction.
Print the current user's login shell.,echo $SHELL,echo $SHELL,True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and flag; correctly outputs the current user's login shell.
"Create a symbolic link to the directory ""/opt/tools"" in your home directory named ""tools"".",ln -s /opt/tools ~/tools,ln -s /opt/tools ~/tools,True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, correct flags, correct arguments, and all constraints are honored."
"List all files in the current directory sorted by modification time, newest first.",ls -lt,ls -lt,True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool and flags to list files sorted by modification time, newest first."
Display the current process's memory usage in kilobytes.,"ps -eo pid,ppid,%mem --sort=-%mem | head -n 1",ps -p $$ -o rss=,False,True,True,True,0.0,0.0,0.0,True,1.0,Uses ps but incorrect flags; does not directly display memory usage in kilobytes as requested.
Show hidden files only in the current directory,ls -a,ls -d .??*,False,True,True,True,0.0,0.0,0.0,True,1.0,"The command 'ls -a' lists all files including hidden ones but also includes . and .., which are not hidden files. The expected command 'ls -d .??*' correctly lists only hidden files in the current directory."
"Create a new directory named ""project""",mkdir project,mkdir project,True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and argument; directory name matches input_text exactly.
"Create nested directories ""src/utils"" in one command",mkdir -p src/utils,mkdir -p src/utils,True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, correct flag, correct arguments; fully matches expected."
"Remove an empty directory called ""old_logs""",rm -rf old_logs,rmdir old_logs,False,True,True,True,0.0,0.0,0.0,False,1.0,Uses rm -rf which is unsafe for non-empty directories; correct tool but wrong flag for removing empty directories.
"Delete a file named ""temp.txt"" without prompting",rm -f temp.txt,rm -f temp.txt,True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool and flag; correct argument with proper handling of quotes, constraint of no prompting is met."
"Force delete a non‑empty directory ""backup"" and all its contents",rm -rf backup,rm -rf backup,True,True,True,True,2.0,2.0,1.0,True,4.0,"Correct tool and flags for force deletion, but lacks explicit safety check for the 'backup' directory name."
"Copy file ""report.pdf"" to the directory ""archive"" preserving attributes",cp -p report.pdf archive,cp -p report.pdf archive/,False,True,True,True,2.0,1.0,1.0,True,3.0,"Command is missing the trailing slash on the directory, which may cause issues if 'archive' is not a directory or if the file is not copied correctly."
"Copy a directory tree ""src"" to ""dest"" preserving symbolic links",cp -r --preserve=links src dest,cp -a src/ dest/,False,True,True,True,1.0,2.0,2.0,True,4.0,"Correct tool and flags for preserving links, but --preserve=links is less common than -a which is expected."
"Move (rename) file ""data.csv"" to ""data_2023.csv""",mv data.csv data_2023.csv,mv data.csv data_2023.csv,True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, correct arguments, and correct operation as per input_text."
"Rename directory ""tmp"" to ""temp""",mv tmp temp,mv tmp temp,True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and command; properly renames directory 'tmp' to 'temp' as specified.
"Display the first 10 lines of ""log.txt""",head -n 10 log.txt,head log.txt,False,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and args; -n 10 is redundant as head defaults to 10 lines.
"Show the last 20 lines of ""log.txt""",tail -n 20 log.txt,tail -n 20 log.txt,True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, correct flag, correct argument; matches expected exactly."
"Show the first and last 5 lines of ""file.txt""",head -n 5 file.txt && tail -n 5 file.txt,head -n 5 file.txt && tail -n 5 file.txt,True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and flags; correct args and constraints honored.
"Count the number of lines, words, and characters in ""document.md""",wc -lwc document.md,wc document.md,False,True,True,True,0.0,2.0,2.0,True,3.0,"Correct tool but missing flags; 'wc -lwc' is redundant and not standard, while 'wc' alone provides all required counts."
"Find all files larger than 100 MB in ""/var"" and list their paths",find /var -type f -size +100M -exec ls -lh {} \;,find /var -type f -size +100M,False,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool and flags; uses -exec ls -lh to list paths as requested, though expected omits this."
"List all processes owned by user ""alice""",ps aux | grep alice,ps -u alice,False,True,True,True,0.0,0.0,0.0,True,1.0,Using grep is error-prone and less direct; correct tool (ps) with correct flag (-u) is available but not used.
"Show a tree view of the directory structure starting at ""src""",tree src,tree src,True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and argument; matches expected exactly.
Display disk usage of the current directory in human‑readable form,du -h .,du -sh .,False,True,True,True,1.0,2.0,1.0,True,3.0,Correct tool and flag for human-readable output but missing the 's' flag to summarize the total.
Show a summary of disk usage for each subdirectory in the current folder,du -sh *,du -h --max-depth=1,False,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and flags; du -sh * achieves the same result as du -h --max-depth=1 by summarizing each subdirectory.
Display network interfaces and their IP addresses,ip addr show,ip addr show,True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and command to display network interfaces and their IP addresses.
Show active listening TCP ports,netstat -tuln,ss -tln,False,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and flags; netstat -tuln correctly shows active listening TCP ports.
Download a file with wget and limit the download speed to 500 KB/s,wget --limit-rate=500k URL,wget --limit-rate=500k https://example.com/file.zip,False,True,True,True,2.0,0.0,1.0,True,2.0,"Correct tool and flag for rate limiting, but missing the URL argument which is required for wget to function."
"Extract a tar.gz archive ""archive.tar.gz"" into the current directory",tar -xzvf archive.tar.gz,tar -xzvf archive.tar.gz,True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and flags; extracts the specified archive into the current directory as intended.
"Create a compressed zip archive ""backup.zip"" containing the folder ""mydata""",zip -r backup.zip mydata,zip -r backup.zip mydata,True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, correct flags, correct arguments matching the input_text."
"List the contents of a zip file ""backup.zip"" without extracting",unzip -l backup.zip,unzip -l backup.zip,True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and flag used to list zip contents without extraction.
"Search for the pattern ""TODO"" in all ""*.py"" files, showing line numbers","grep -r --color=auto ""TODO"" *.py","grep -n ""TODO"" *.py",False,True,True,True,0.0,1.0,0.0,True,1.0,Missing -r flag for recursive search and line numbers constraint is ignored.
"Replace all occurrences of ""foo"" with ""bar"" in file ""config.cfg"" (in‑place)",sed -i 's/foo/bar/g' config.cfg,sed -i 's/foo/bar/g' config.cfg,True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, correct flags, correct arguments, and all constraints are honored."
"Print the 3rd column of a space‑delimited file ""data.txt""",awk -F' ' '{print $3}' data.txt,awk '{print $3}' data.txt,False,True,True,True,1.0,2.0,2.0,True,4.0,Unnecessary -F' ' flag; correct tool and args but extra flag may cause issues with multiple spaces.
Display the last 5 commits in the current git repository,git log -n 5,git log -n 5 --oneline,False,True,True,True,1.0,2.0,2.0,True,4.0,Correct tool and flag for number of commits but missing --oneline which is common for concise display.
"Create a new git branch named ""feature/login""",git checkout -b feature/login,git checkout -b feature/login,True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and command to create a new git branch with the specified name.
"Stash current changes in git with a message ""WIP""","git stash save ""WIP""","git stash push -m ""WIP""",False,True,True,True,0.0,0.0,0.0,True,1.0,"Uses 'save' instead of 'push' and lacks the '-m' flag for message, violating the explicit message constraint."
"Show the current environment variables that contain the word ""PATH""",env | grep PATH,env | grep PATH,True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and command to filter environment variables containing 'PATH'.
"Set the environment variable ""DEBUG"" to ""true"" for the current session",export DEBUG=true,export DEBUG=true,True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, correct flag, correct argument; fully satisfies the input_text requirement."
"Append the line ""alias ll='ls -la'"" to the end of ""~/.bashrc""","echo ""alias ll='ls -la'"" >> ~/.bashrc","echo ""alias ll='ls -la'"" >> ~/.bashrc",True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and command; properly appends the alias to ~/.bashrc with correct syntax.
Reload the current shell's configuration files,source ~/.bashrc,source ~/.bashrc,True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and command to reload shell configuration.
"Schedule a command ""backup.sh"" to run daily at 2 am using cron",0 2 * * * /path/to/backup.sh,"(crontab -l 2>/dev/null; echo ""0 2 * * * /path/to/backup.sh"") | crontab -",False,True,True,True,2.0,1.0,1.0,True,3.0,Command is correct for cron syntax but does not handle adding to existing crontab safely.
"Measure how long the command ""make"" takes to run",time make,time make,True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and command to measure execution time of 'make'.
"Run ""script.sh"" in the background and redirect both stdout and stderr to ""log.txt""",nohup ./script.sh > log.txt 2>&1 &,nohup ./script.sh > log.txt 2>&1 &,True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and command structure; redirects stdout and stderr to log.txt and runs in background as required.
"Create a symbolic link ""latest.log"" pointing to ""log_2023_03_24.txt""",ln -s log_2023_03_24.txt latest.log,ln -s log_2023_03_24.txt latest.log,True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, correct flags, correct arguments; fully matches expected command."
"Display the manual page for the ""grep"" command",man grep,man grep,True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and command to display the manual page for grep.
"Show a short description of the ""awk"" command using the ""whatis"" database",whatis awk,whatis awk,True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and command; matches expected exactly.
"Compress the file ""largefile.bin"" using gzip with maximum compression",gzip -9 largefile.bin,gzip -9 largefile.bin,True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, correct flag for maximum compression, correct argument; fully meets input_text requirements."
"Decompress ""archive.tar.gz"" and extract only the file ""README.md""",tar -xzvf archive.tar.gz && tar -xzf archive.tar.gz README.md,tar -xzvf archive.tar.gz README.md,False,True,True,True,0.0,0.0,0.0,True,1.0,"Incorrect approach: first command extracts all files, then a second redundant command; should use --wildcards or --include to extract only README.md."
"Create a file ""notes.txt"" with the content ""Meeting at 10am"" using a single command","echo ""Meeting at 10am"" > notes.txt","echo ""Meeting at 10am"" > notes.txt",True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, correct flags, correct args, and correct constraints; command matches expected exactly."
"Append the current date to the file ""log.txt""","echo ""$(date)"" >> log.txt",date >> log.txt,False,True,True,True,2.0,2.0,2.0,True,4.0,Uses echo and date command but the expected command is simpler and more direct.
List all open file descriptors for the process with PID 1234,lsof -p 1234,lsof -p 1234,True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and flag used to list open file descriptors for the specified PID.
Show the current firewall rules using iptables,iptables -L -v -n,sudo iptables -L -v -n,False,True,True,True,2.0,2.0,1.0,True,4.0,Correct tool and flags but lacks sudo which may be required for viewing firewall rules.
"Convert the line endings of ""dosfile.txt"" from CRLF to LF",dos2unix dosfile.txt,dos2unix dosfile.txt,True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and correct argument; line ending conversion is achieved as requested.
Print the hostname of the machine,hostname,hostname,True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, no flags needed, correct args, no constraints, safe command."
Display the total amount of free memory in megabytes,free -m | awk '/Mem:/ {print $4}',free -m | awk '/Mem:/ {print $4}',True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and command to display free memory in MB; matches expected exactly.
"Find all files named ""config.yaml"" under ""/etc"" and print their absolute paths","find /etc -name ""config.yaml"" -print",find /etc -type f -name config.yaml -print,False,True,True,True,1.0,2.0,1.0,True,3.0,"Missing -type f flag which ensures only files are matched, not directories or other types."
"Show the difference between the current branch and ""origin/main"" in git, ignoring whitespace changes",git diff --ignore-space-change origin/main..,git diff --ignore-space-at-eol origin/main,False,True,True,True,1.0,1.0,1.0,True,3.0,Uses --ignore-space-change instead of --ignore-space-at-eol as required by the input_text.
"Show the last 5 lines of ""log.txt""",tail -n 5 log.txt,tail -n 5 log.txt,True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, correct flag, correct argument; matches expected exactly."
"Count the number of lines, words, and characters in ""report.txt""",wc -lwc report.txt,wc report.txt,False,True,True,True,0.0,2.0,2.0,True,3.0,"Correct tool but missing flags; 'wc -lwc' is redundant as 'wc' alone provides line, word, and character counts."
"Find all "".py"" files recursively from the current directory","find . -name ""*.py""","find . -type f -name ""*.py""",False,True,True,True,1.0,2.0,1.0,True,3.0,"Missing -type f flag which ensures only files are matched, not directories or other file types."
"Search for the word ""ERROR"" in all "".log"" files",grep -r 'ERROR' *.log,"grep -i ""ERROR"" *.log",False,True,True,True,0.0,0.0,0.0,True,1.0,Incorrect use of -r flag (for recursive search) and does not account for all .log files in subdirectories; misses the recursive search constraint.
"Replace the string ""foo"" with ""bar"" in file ""data.txt"" (in-place)",sed -i 's/foo/bar/g' data.txt,sed -i 's/foo/bar/g' data.txt,True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, correct flags, correct arguments, and all constraints are honored."
"Create a new directory called ""backup""",mkdir backup,mkdir backup,True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and argument; directory name is correctly specified without quotes as they are not needed in the command.
"Move file ""old.txt"" to directory ""archive/""",mv old.txt archive/,mv old.txt archive/,True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and command; quotes around filenames are unnecessary and not required in bash.
"Copy directory ""src"" to ""dst"" preserving attributes",cp -a src dst,cp -a src dst,True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool and flag (-a for preserving attributes), correct arguments (src and dst), and constraints honored."
"Delete the file ""temp.tmp"" without prompting",rm -f temp.tmp,rm -f temp.tmp,True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool and flag; correct argument with proper handling of quotes, constraint of no prompting is met."
Show the disk usage of the current directory in human‑readable format,du -h,du -sh .,False,True,True,True,2.0,1.0,1.0,True,4.0,"Correct tool and flag for human-readable format but does not specify the current directory, which may not be the default behavior."
Display the amount of free and used memory,free -h,free -h,True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and flag used to display free and used memory in a human-readable format.
Show the last 20 lines of system log and follow new entries,tail -f /var/log/syslog,tail -n 20 -f /var/log/syslog,False,True,True,True,1.0,1.0,1.0,True,3.0,"Missing -n 20 flag to show the last 20 lines, so the 'last 20 lines' constraint is not met."
List all listening network ports with their associated processes,netstat -tuln,sudo lsof -i -P -n | grep LISTEN,False,True,True,True,1.0,0.0,1.0,True,3.0,Uses netstat instead of lsof as expected; both are valid tools but lsof is more detailed and matches the expected command.
"Compress the directory ""logs"" into a gzip archive ""logs.tar.gz""",tar -czvf logs.tar.gz logs,tar -czvf logs.tar.gz logs,True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, correct flags, correct arguments, and all constraints are honored."
Print the current date and time in ISO‑8601 format,date +%Y-%m-%dT%H:%M:%SZ,date --iso-8601=seconds,False,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and format flag; uses ISO 8601 format as requested.
"Create a symbolic link named ""latest"" pointing to ""release_v2.3""",ln -s release_v2.3 latest,ln -s release_v2.3 latest,True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, correct flags, correct arguments; fully matches expected command."
"Display the first 3 columns of the output of ""ps aux""",ps aux | head -n 3,"ps aux | awk '{print $1,$2,$3}'",False,True,True,True,1.0,1.0,0.0,True,2.0,"Uses head -n 3 which shows first 3 lines including header, not first 3 columns as requested."
"Sort the contents of ""names.txt"" alphabetically and remove duplicates",sort names.txt | uniq,sort -u names.txt,False,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and approach; both commands are functionally equivalent but the produced command uses a pipeline instead of the -u flag. All constraints are met.
"Show the difference between ""file1.txt"" and ""file2.txt""",diff file1.txt file2.txt,diff file1.txt file2.txt,True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and arguments; matches expected exactly.
"Count how many times the word ""success"" appears in ""log.txt""","grep -o ""success"" log.txt | wc -l","grep -o ""success"" log.txt | wc -l",True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and flags; correct argument and constraint handling.
"Display the environment variables that contain the string ""PATH""",env | grep PATH,env | grep PATH,True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and command to display environment variables containing 'PATH'.
"Set the variable ""PROJECT"" to ""demo"" and export it","export PROJECT=""demo""",export PROJECT=demo,False,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool and command; uses quotes which are not strictly necessary but still valid, and matches the expected output in functionality."
"Append the text ""Completed"" to the end of ""status.log""","echo ""Completed"" >> status.log","echo ""Completed"" >> status.log",True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, correct flags, correct arguments, and all constraints are honored."
Show the top 5 processes by memory usage,ps aux --sort=-%mem | head -n 5,ps aux --sort=-%mem | head -n 6,False,True,True,True,2.0,1.0,1.0,True,3.0,"Correct tool and flag for sorting by memory, but head -n 5 misses the header row; expected uses head -n 6 to include it."
"Download a file from ""https://example.com/file.zip"" using curl",curl -O https://example.com/file.zip,curl -O https://example.com/file.zip,True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and flag used; the URL is correctly specified and matches the expected command.
"Upload ""data.json"" to an SFTP server ""sftp.example.com"" as user ""admin""","sftp admin@sftp.example.com <<EOF
put data.json
EOF",sftp admin@sftp.example.com <<< $'put data.json',False,True,True,True,2.0,2.0,2.0,True,4.0,"Uses sftp correctly with the right user and server, but the heredoc syntax is non-standard and may not work as intended."
"Create a Bash array named ""servers"" containing three hostnames","servers=(""server1"" ""server2"" ""server3"")",servers=(server1.example.com server2.example.com server3.example.com),False,True,True,True,2.0,1.0,1.0,True,3.0,Correct tool (Bash array syntax) but args are placeholders instead of specific hostnames as expected.
Show the size of each file in the current directory in human‑readable form,du -h *,ls -lh,False,True,True,True,1.0,1.0,1.0,True,3.0,Uses 'du -h' instead of 'ls -lh' which is more appropriate for showing file sizes in human-readable form.
"Find and delete all "".bak"" files older than 30 days","find . -name ""*.bak"" -type f -mtime +30 -exec rm {} \;","find . -name ""*.bak"" -type f -mtime +30 -delete",False,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool and flags; uses -exec rm with proper syntax, though -delete is a more concise alternative."
"Show the last login time for the user ""alice""",last -u alice,lastlog -u alice,False,True,True,False,0.0,2.0,0.0,True,1.0,"Incorrect tool: 'last' shows login history, but 'lastlog' is the correct tool for showing the last login time."
"Print the first 5 characters of each line in ""data.txt""",head -n 5 data.txt,cut -c1-5 data.txt,False,True,True,False,0.0,0.0,0.0,True,1.0,"Wrong tool: head -n 5 shows first 5 lines, not first 5 characters of each line."
Generate a random password of 12 alphanumeric characters,pwgen -s 12 1,tr -dc 'A-Za-z0-9' </dev/urandom | head -c12,False,True,True,True,2.0,2.0,2.0,True,5.0,"Uses pwgen which is appropriate, correct flags for 12 characters and 1 password, meets all constraints."
Show the list of installed packages on an Ubuntu system,dpkg -l,dpkg -l,True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and command to list installed packages on Ubuntu.
"Check the syntax of a Bash script ""script.sh"" without executing it",bash -n script.sh,bash -n script.sh,True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and flag used to check syntax without execution; matches expected exactly.
"Run the command ""make"" and save both stdout and stderr to ""build.log""",make 2>&1 | tee build.log,make > build.log 2>&1,False,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and redirection; uses tee which is functionally equivalent to the expected command.
"Display a progress bar while copying a large file ""big.iso"" to ""/mnt/backup""",pv big.iso | sudo dd of=/mnt/backup/big.iso,pv big.iso > /mnt/backup/big.iso,False,True,True,True,2.0,2.0,2.0,True,4.0,"Uses pv correctly for progress bar but includes unnecessary sudo and dd, which complicates the command unnecessarily."
"Set the terminal title to ""My Session""","echo -ne ""\033]0;My Session\007""","echo -ne ""\033]0;My Session\007""",True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and command to set terminal title with proper escape sequence.
"Create a new user ""devuser"" without a home directory",sudo useradd -m -s /bin/false devuser,sudo useradd -M devuser,False,True,True,True,0.0,0.0,0.0,True,1.0,"The -m flag creates a home directory, which contradicts the constraint of not having one; the correct flag is -M."
"Change the ownership of ""project/"" to user ""devuser"" and group ""developers"" recursively",sudo chown -R devuser:developers project/,sudo chown -R devuser:developers project/,True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, correct flags, correct arguments, and constraints are honored."
Display the IP address of the machine's primary network interface,ip addr show | grep 'inet ' | awk '{print $2}' | cut -d/ -f1,hostname -I | awk '{print $1}',False,True,True,True,2.0,2.0,2.0,True,4.0,Correct tool and approach but uses a more complex method than necessary; expected uses hostname -I which is simpler.
"Schedule a job to run ""backup.sh"" at 2 am every day using cron",0 2 * * * /path/to/backup.sh,"(crontab -l ; echo ""0 2 * * * /path/to/backup.sh"") | crontab -",False,True,True,True,2.0,1.0,0.0,True,2.0,"Correct tool (cron) and schedule, but missing the step to add to crontab, which is required to schedule the job."
"Convert a PDF file ""doc.pdf"" to a series of PNG images",convert doc.pdf -density 300 -quality 90 -strip -interlace none -compress lzw -set colorspace rgb -set monochrome false -set page 1 output-%03d.png,convert -density 300 doc.pdf page_%03d.png,False,True,True,True,1.0,1.0,1.0,True,3.0,Excess flags and parameters; correct tool but unnecessary options and incorrect output naming format.
"Print the first 10 lines of the output of ""dmesg"" that contain the word ""USB""","dmesg | grep ""USB"" | head -n 10",dmesg | grep USB | head -n 10,False,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool chain and flags; quotes around ""USB"" are unnecessary but do not affect functionality."
"Create a compressed zip archive ""src.zip"" containing the contents of the directory ""src""",zip -r src.zip src,zip -r src.zip src,True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, correct flags, correct arguments matching the input_text constraints."
"Extract only the ""config.yaml"" file from the archive ""archive.tar.gz""",tar -xzvf archive.tar.gz -C /path/to/extract -f config.yaml,tar -xzvf archive.tar.gz config.yaml,False,True,True,True,0.0,0.0,0.0,True,1.0,Incorrect use of -C and -f flags; the command is overly complex and does not correctly extract only config.yaml from the archive.
Display a tree view of the current directory up to two levels deep,tree -L 2,tree -L 2,True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and flag used to display tree view up to two levels deep.
Show the current bash version,bash --version,bash --version,True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and flag; matches expected exactly.
