prompt,command,expected,exact_match,formatting,syntax_valid,tool,flags,args,constraints,safety,overall,reasoning
Move all files larger than 100M from /var/log to /tmp/large_logs,mkdir -p /tmp/large_logs && find /var/log -type f -size +100M -exec mv {} /tmp/large_logs/ \;,mkdir -p /tmp/large_logs && find /var/log -type f -size +100M -exec mv {} /tmp/large_logs/ \;,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, correct args, and constraints are honored."
"Change the permissions of ""script.sh"" to be executable by the owner only",chmod 700 script.sh,chmod 700 script.sh,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, and correct argument; fully honors the constraint of setting permissions to executable by owner only."
"Set an environment variable ""API_KEY"" to ""12345"" for the current session",export API_KEY=12345,export API_KEY=12345,True,True,True,True,2,2,2,True,5,"Correct tool, correct flag, correct argument; fully satisfies the input_text requirements."
"Append the line ""alias ll='ls -la'"" to the end of ~/.bashrc","echo ""alias ll='ls -la'"" >> ~/.bashrc","echo ""alias ll='ls -la'"" >> ~/.bashrc",True,True,True,True,2,2,2,True,5,Correct tool and command; properly appends the alias to ~/.bashrc with correct syntax.
Show the first 5 processes sorted by memory usage,ps aux --sort=-%mem | head -n 5,ps aux --sort=-%mem | head -n 5,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, and correct args; matches expected exactly."
"Display the differences between two files ""old.txt"" and ""new.txt""",diff old.txt new.txt,diff old.txt new.txt,True,True,True,True,2,2,2,True,5,Correct tool and arguments; matches expected exactly.
"Compress a large file ""video.mkv"" using gzip and keep the original",gzip -c video.mkv > video.mkv.gz,gzip -c video.mkv > video.mkv.gz,True,True,True,True,2,2,2,True,5,Correct tool and flags; compresses the file and keeps the original as required.
"Check the SHA256 checksum of ""download.iso""",sha256sum download.iso,sha256sum download.iso,True,True,True,True,2,2,2,True,5,Correct tool and argument; matches expected exactly.
"Create a symbolic link named ""latest.log"" pointing to ""log_2023_12_31.log""",ln -s log_2023_12_31.log latest.log,ln -s log_2023_12_31.log latest.log,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, and correct arguments; matches expected exactly."
"Schedule a one‑time job to run ""backup.sh"" at 02:30 tomorrow using at","echo ""./backup.sh"" | at 02:30 tomorrow","echo ""./backup.sh"" | at 02:30 tomorrow",True,True,True,True,2,2,2,True,5,Correct tool and command structure; uses at with correct time and job specification.
List the 10 most frequently used commands from your bash history,"history | awk '{CMD[$2]++} END {for (c in CMD) print CMD[c] "" "" c}' | sort -rn | head -n 10","history | awk '{CMD[$2]++} END {for (c in CMD) print CMD[c] "" "" c}' | sort -rn | head -n 10",True,True,True,True,2,2,2,True,5,Correct command that processes bash history to list top 10 used commands; matches expected exactly.
Show the current IP address of the eth0 interface,ip -4 addr show dev eth0 | grep -oP '(?<=inet\s)\d+(\.\d+){3}',ip -4 addr show dev eth0 | grep -oP '(?<=inet\s)\d+(\.\d+){3}',True,True,True,True,2,2,2,True,5,Correct tool and command structure; properly extracts the IPv4 address from eth0 interface.
"Create a Bash array named ""servers"" containing ""host1"", ""host2"", and ""host3""",servers=(host1 host2 host3),servers=(host1 host2 host3),True,True,True,True,2,2,2,True,5,Correctly creates the array with the specified elements using proper syntax.
"Loop over the array ""servers"" and ping each host once","for srv in ""${servers[@]}""; do ping -c 1 ""$srv""; done","for srv in ""${servers[@]}""; do ping -c 1 ""$srv""; done",True,True,True,True,2,2,2,True,5,Correct tool and flags; proper handling of array and quotes to avoid issues with special characters.
"Print the current value of the variable ""PATH"" with each directory on a new line","echo ""$PATH"" | tr ':' '\n'","echo ""$PATH"" | tr ':' '\n'",True,True,True,True,2,2,2,True,5,Correct tool and flags; correct use of tr to split PATH by colon and output each directory on a new line.
"Run the command ""make"" and capture both stdout and stderr to a file ""build.log""",make > build.log 2>&1,make > build.log 2>&1,True,True,True,True,2,2,2,True,5,Correct tool and redirection syntax to capture both stdout and stderr into build.log as required.
Show the number of CPU cores available on the system,nproc,nproc,True,True,True,True,2,2,2,True,5,Correct tool and no flags needed; command is accurate and safe.
"Print the first 3 fields of each line in ""data.tsv"" separated by tabs",cut -f1-3 data.tsv,cut -f1-3 data.tsv,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, and correct argument; fully honors the input_text constraints."
"Convert all spaces to tabs in the file ""space.txt"" and save as ""tab.txt""",expand -t 1 space.txt > tab.txt,expand -t 1 space.txt > tab.txt,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, correct arguments, and correct output file specified."
"Monitor real‑time changes to the file ""access.log"" and display only lines containing ""ERROR""","tail -F access.log | grep ""ERROR""","tail -F access.log | grep ""ERROR""",True,True,True,True,2,2,2,True,5,Correct tool and flags; correctly monitors access.log and filters for ERROR lines.
"Create a Docker container named ""web"" from the image ""nginx:latest"" and map host port 8080 to container port 80",docker run -d --name web -p 8080:80 nginx:latest,docker run -d --name web -p 8080:80 nginx:latest,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, correct arguments, and all constraints are honored."
"List all Docker images sorted by size, showing the top 5","docker images --format ""{{.Repository}}:{{.Tag}} {{.Size}}"" | sort -k2 -h | tail -n 5","docker images --format ""{{.Repository}}:{{.Tag}} {{.Size}}"" | sort -k2 -h | tail -n 5",True,True,True,True,2,2,2,True,5,"Correct tool, flags, and args; sorts by size and shows top 5 as requested."
"SSH into the server ""example.com"" as user ""admin"" using a specific private key",ssh -i ~/.ssh/id_rsa_admin admin@example.com,ssh -i ~/.ssh/id_rsa_admin admin@example.com,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, and correct arguments including the private key and server address."
"Copy the local directory ""src"" to the remote host ""backup@example.com"" under ""/var/backups"" using rsync over SSH",rsync -avz -e ssh src/ backup@example.com:/var/backups/src/,rsync -avz -e ssh src/ backup@example.com:/var/backups/src/,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, correct arguments and constraints honored."
"Show the top 10 lines of the output of ""dmesg"" that contain the word ""usb""",dmesg | grep -i usb | head -n 10,dmesg | grep -i usb | head -n 10,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, correct args, and all constraints are honored."
Show the commit history of the current Git repository in a one‑line format,git log --oneline,git log --oneline,True,True,True,True,2,2,2,True,5,Correct tool and flag used to show commit history in one-line format.
Stash any uncommitted changes in the current Git repository,"git stash push -m ""temp stash""","git stash push -m ""temp stash""",True,True,True,True,2,2,2,True,5,Correct tool and command with proper flag and message for stashing changes.
Apply the most recent stash and drop it,git stash pop,git stash pop,True,True,True,True,2,2,2,True,5,Correct tool and command to apply and drop the most recent stash.
"Display the size of each subdirectory in the current folder, sorted from largest to smallest",du -sh */ | sort -hr,du -sh */ | sort -hr,True,True,True,True,2,2,2,True,5,Correct tool and flags; sorts from largest to smallest as requested.
"Find all files named ""config.yaml"" and replace the string ""debug: false"" with ""debug: true"" in each of them","find . -type f -name ""config.yaml"" -exec sed -i 's/debug: false/debug: true/g' {} \;","find . -type f -name ""config.yaml"" -exec sed -i 's/debug: false/debug: true/g' {} \;",True,True,True,True,2,2,2,True,5,"Correct tool, flags, and arguments; all constraints are honored and the command is safe."
"Create a temporary file, write ""Hello World"" into it, display its contents, and then delete it, all in one line","tmp=$(mktemp) && echo ""Hello World"" > $tmp && cat $tmp && rm $tmp","tmp=$(mktemp) && echo ""Hello World"" > $tmp && cat $tmp && rm $tmp",True,True,True,True,2,2,2,True,5,"Correctly creates, writes to, displays, and deletes a temporary file in one line using proper syntax."
"Show the first 10 lines of a file named ""report.txt""",head -n 10 report.txt,head -n 10 report.txt,True,True,True,True,2,2,2,True,5,"Correct tool, correct flag, correct argument; matches expected exactly."
"Count how many lines are in the file ""data.csv""",wc -l < data.csv,wc -l < data.csv,True,True,True,True,2,2,2,True,5,Correct tool and flag; correct argument with proper redirection syntax.
"Create a new directory called ""backup"" and move all "".conf"" files into it",mkdir backup && mv *.conf backup/,mkdir backup && mv *.conf backup/,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, correct arguments, and all constraints are honored."
"Find all files larger than 100 MB in ""/home"" and list their paths",find /home -type f -size +100M,find /home -type f -size +100M,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, correct args; fully honors the input_text constraints."
"Replace all occurrences of ""foo"" with ""bar"" in the file ""config.ini"" (in‑place)",sed -i 's/foo/bar/g' config.ini,sed -i 's/foo/bar/g' config.ini,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, correct arguments, and all constraints are honored."
"Download a file from ""https://example.com/file.zip"" using curl and save it as ""file.zip""",curl -L -o file.zip https://example.com/file.zip,curl -L -o file.zip https://example.com/file.zip,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, correct output filename and URL; fully matches expected."
Show the last 20 lines of the system log and continuously update as new lines are added,tail -n 20 -f /var/log/syslog,tail -n 20 -f /var/log/syslog,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, correct arguments, and all constraints are honored."
"List all running processes that belong to the user ""alice""",ps -u alice,ps -u alice,True,True,True,True,2,2,2,True,5,Correct tool and flag used to list processes for user 'alice'.
"Compress the directory ""logs"" into a zip file named ""logs.zip""",zip -r logs.zip logs,zip -r logs.zip logs,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, correct arguments, and all constraints are honored."
Show the current date and time in ISO 8601 format,date --iso-8601=seconds,date --iso-8601=seconds,True,True,True,True,2,2,2,True,5,Correct tool and flag used to output ISO 8601 format with seconds.
"Create a symbolic link named ""latest.log"" that points to ""log_2023_12_31.txt""",ln -s log_2023_12_31.txt latest.log,ln -s log_2023_12_31.txt latest.log,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, and correct arguments; matches expected exactly."
"Print the environment variable ""PATH"" with each directory on a new line",echo $PATH | tr ':' '\n',echo $PATH | tr ':' '\n',True,True,True,True,2,2,2,True,5,Correct tool and command; properly splits PATH by colon and replaces with newlines.
"Display the first 5 fields of each line in ""data.tsv"" using tab as the delimiter",cut -f1-5 data.tsv,cut -f1-5 data.tsv,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, and correct argument; all constraints and requirements are met."
"Find all Python files that contain the string ""def main""","grep -rl ""def main"" --include='*.py' .","grep -rl ""def main"" --include='*.py' .",True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, and correct arguments; matches expected exactly."
Show the amount of free memory in megabytes,free -m | awk '/Mem:/ {print $4}',free -m | awk '/Mem:/ {print $4}',True,True,True,True,2,2,2,True,5,Correct tool and command to show free memory in MB using free -m and awk.
"Append the current timestamp to the file ""log.txt""",date '+%Y-%m-%d %H:%M:%S' >> log.txt,date '+%Y-%m-%d %H:%M:%S' >> log.txt,True,True,True,True,2,2,2,True,5,"Correct tool, correct flag, correct argument and output file; fully meets the input_text requirements."
"Create a user called ""devuser"" with a home directory and default shell /bin/bash",sudo useradd -m -s /bin/bash devuser,sudo useradd -m -s /bin/bash devuser,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, correct arguments; all constraints and requirements are met."
"Set the permission of ""script.sh"" to be executable by the owner only",chmod 700 script.sh,chmod 700 script.sh,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, and correct argument to set permissions as specified."
Display the top 5 processes by memory usage,ps aux --sort=-%mem | head -n 6,ps aux --sort=-%mem | head -n 6,True,True,True,True,2,2,2,True,5,Correct tool and flags; displays top 5 processes by memory usage with proper sorting and limiting.
"Show a tree view of the directory ""src"" up to depth 2",tree -L 2 src,tree -L 2 src,True,True,True,True,2,2,2,True,5,"Correct tool, correct flag for depth, correct argument; fully matches expected."
"Schedule a one‑time job to run ""/usr/local/bin/backup.sh"" at 02:30 tomorrow using at","echo ""/usr/local/bin/backup.sh"" | at 02:30 tomorrow","echo ""/usr/local/bin/backup.sh"" | at 02:30 tomorrow",True,True,True,True,2,2,2,True,5,Correct tool and command structure; all required arguments and constraints are present.
"Show the differences between two files ""old.cfg"" and ""new.cfg"" ignoring whitespace",diff -w old.cfg new.cfg,diff -w old.cfg new.cfg,True,True,True,True,2,2,2,True,5,"Correct tool and flag used, arguments match the input files, and constraints are honored."
"List the 10 most recently modified files in ""/etc""",ls -lt /etc | head -n 10,ls -lt /etc | head -n 10,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, and correct args; matches expected exactly."
"Create a bash array named ""servers"" containing ""web1"", ""web2"", and ""db1""",servers=(web1 web2 db1),servers=(web1 web2 db1),True,True,True,True,2,2,2,True,5,Correctly creates the array with the specified elements using proper syntax.
"Loop over the array ""servers"" and ping each host once, printing the result","for host in ""${servers[@]}""; do ping -c 1 ""$host"" && echo ""$host is reachable"" || echo ""$host is down""; done","for host in ""${servers[@]}""; do ping -c 1 ""$host"" && echo ""$host is reachable"" || echo ""$host is down""; done",True,True,True,True,2,2,2,True,5,"Correct tool (ping), correct loop structure, and proper handling of output based on ping result."
Print the number of CPU cores available on the system,nproc,nproc,True,True,True,True,2,2,2,True,5,Correct tool and no flags needed; command is accurate and safe.
Monitor the real‑time CPU usage of all processes sorted by usage,top -b -o +%CPU,top -b -o +%CPU,True,True,True,True,2,2,2,True,5,Correct tool and flag for sorting by CPU usage; meets all constraints.
"Create a compressed tarball named ""project.tar.gz"" containing the directory ""project"" while excluding any ""node_modules"" folders",tar --exclude='*/node_modules' -czvf project.tar.gz project,tar --exclude='*/node_modules' -czvf project.tar.gz project,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, correct args, and constraints are honored with the --exclude flag."
"Replace the first occurrence of ""VERSION=1"" with ""VERSION=2"" in ""Makefile"" and write the result to a new file ""Makefile.new""","sed '0,/VERSION=1/s//VERSION=2/' Makefile > Makefile.new","sed '0,/VERSION=1/s//VERSION=2/' Makefile > Makefile.new",True,True,True,True,2,2,2,True,5,Correct tool and command structure; properly replaces the first occurrence and writes to Makefile.new as required.
"Display the last modified date of the file ""README.md""",stat -c %y README.md,stat -c %y README.md,True,True,True,True,2,2,2,True,5,Correct tool and flag used to display the last modified date of the file.
Check whether the port 8080 is listening on the local machine,ss -ltn | grep ':8080',ss -ltn | grep ':8080',True,True,True,True,2,2,2,True,5,Correct tool and command to check port 8080; matches expected exactly.
"Generate a SHA‑256 checksum for the file ""archive.zip""",sha256sum archive.zip,sha256sum archive.zip,True,True,True,True,2,2,2,True,5,Correct tool and argument; matches expected exactly.
Create a temporary file and print its path,"tempfile=$(mktemp) && echo ""$tempfile""","tempfile=$(mktemp) && echo ""$tempfile""",True,True,True,True,2,2,2,True,5,Correct tool and command structure; properly handles quoting and outputs the temporary file path.
"Read a line of input from the user and store it in a variable called ""name""","read -p ""Enter your name: "" name","read -p ""Enter your name: "" name",True,True,True,True,2,2,2,True,5,Correct tool and usage; reads input and stores it in the 'name' variable as requested.
"Print the first column of the output of ""ps aux"" (the usernames) without duplicates",ps aux | awk '{print $1}' | sort -u,ps aux | awk '{print $1}' | sort -u,True,True,True,True,2,2,2,True,5,Correct tool and flags; correctly extracts first column and removes duplicates.
"Schedule a cron job that runs ""/usr/bin/cleanup.sh"" every Sunday at 03:15","(crontab -l 2>/dev/null; echo ""15 3 * * 0 /usr/bin/cleanup.sh"") | crontab -","(crontab -l 2>/dev/null; echo ""15 3 * * 0 /usr/bin/cleanup.sh"") | crontab -",True,True,True,True,2,2,2,True,5,Correct tool and syntax; properly schedules the cron job with the specified time and command.
"Convert all spaces to tabs in the file ""data.txt"" and save the result to ""data_tab.txt""",expand -t 1 data.txt > data_tab.txt,expand -t 1 data.txt > data_tab.txt,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, correct arguments, and correct output file specified."
"Display a progress bar while copying a large file ""big.iso"" to ""/mnt/backup"" using rsync",rsync --progress big.iso /mnt/backup/,rsync --progress big.iso /mnt/backup/,True,True,True,True,2,2,2,True,5,Correct tool with --progress flag to show a progress bar; correct source and destination arguments.
"Find all symbolic links in ""/usr/local"" that are broken",find /usr/local -xtype l,find /usr/local -xtype l,True,True,True,True,2,2,2,True,5,"Correct tool, correct flag, and correct path; fully honors the input_text constraints."
"Print the total number of lines across all "".py"" files in the current directory and subdirectories",find . -name '*.py' -print0 | xargs -0 wc -l | tail -n1,find . -name '*.py' -print0 | xargs -0 wc -l | tail -n1,True,True,True,True,2,2,2,True,5,Correct tool and approach; uses find and xargs to count lines in all .py files and sums them with tail.
"Set the system date to 1 January 2025, 12:00 PM (requires root)",sudo date -s '2025-01-01 12:00:00',sudo date -s '2025-01-01 12:00:00',True,True,True,True,2,2,2,True,5,"Correct tool, correct flag, correct date format, and correct use of sudo as per the requirement."
"Compress standard input using gzip and write to ""output.gz""",gzip > output.gz,gzip > output.gz,True,True,True,True,2,2,2,True,5,Correct tool and command; properly writes to output.gz with correct syntax.
"List the size of each file in the current directory in human‑readable format, sorted largest first",ls -lhS,ls -lhS,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags for human-readable format and sorting by size descending."
"Show the environment variables that contain the word ""PATH""",env | grep PATH,env | grep PATH,True,True,True,True,2,2,2,True,5,Correct tool and command; env | grep PATH correctly shows environment variables containing 'PATH'.
"Create a 100 MB file filled with zeros named ""zero.bin""",dd if=/dev/zero of=zero.bin bs=1M count=100,dd if=/dev/zero of=zero.bin bs=1M count=100,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, correct arguments, and all constraints are honored."
"Display the first 5 lines of each file matching ""*.md"" in the current directory","for f in *.md; do echo ""--- $f ---""; head -n 5 ""$f""; done","for f in *.md; do echo ""--- $f ---""; head -n 5 ""$f""; done",True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, correct args, and all constraints are honored."
Display the first 10 lines of a file called log.txt,head -n 10 log.txt,head -n 10 log.txt,True,True,True,True,2,2,2,True,5,"Correct tool, correct flag, correct argument; matches expected exactly."
Show the last 20 lines of system.log,tail -n 20 /var/log/system.log,tail -n 20 /var/log/system.log,True,True,True,True,2,2,2,True,5,"Correct tool, correct flag, correct argument; matches expected exactly."
Search for the string 'ERROR' in all log files,"grep -i ""ERROR"" *.log","grep -i ""ERROR"" *.log",True,True,True,True,2,2,2,True,5,"Correct tool, correct flag, correct argument; matches expected exactly."
Replace all occurrences of 'foo' with 'bar' in config.cfg (in-place),sed -i 's/foo/bar/g' config.cfg,sed -i 's/foo/bar/g' config.cfg,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, correct args, and all constraints are honored."
Move all .jpg files to the images folder,mv *.jpg images/,mv *.jpg images/,True,True,True,True,2,2,2,True,5,"Correct tool and command structure; however, the use of wildcards can be unsafe if there are no .jpg files or too many files, but it matches the expected command."
Copy the entire project directory to a backup location preserving attributes,cp -a project/ /backup/project/,cp -a project/ /backup/project/,True,True,True,True,2,2,2,True,5,Correct tool and flag used to preserve attributes; matches expected exactly.
Compress the logs directory into a gzipped tarball named logs.tar.gz,tar -czvf logs.tar.gz logs/,tar -czvf logs.tar.gz logs/,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, correct arguments, and all constraints are honored."
Extract the archive backup.tar.bz2 into the current directory,tar -xjvf backup.tar.bz2,tar -xjvf backup.tar.bz2,True,True,True,True,2,2,2,True,5,Correct tool and flags used for extracting a .tar.bz2 file.
Monitor real-time system performance,top,top,True,True,True,True,2,2,2,True,5,Correct tool used for real-time system monitoring; no flags or arguments needed.
Show the IP address of the eth0 interface,ip addr show eth0 | grep 'inet ' | awk '{print $2}',ip addr show eth0 | grep 'inet ' | awk '{print $2}',True,True,True,True,2,2,2,True,5,Correct tool and command structure; matches expected exactly.
Test connectivity to example.com with 4 ping packets,ping -c 4 example.com,ping -c 4 example.com,True,True,True,True,2,2,2,True,5,"Correct tool, correct flag, correct argument; matches expected exactly."
Download a file from https://example.com/file.zip,curl -O https://example.com/file.zip,curl -O https://example.com/file.zip,True,True,True,True,2,2,2,True,5,Correct tool and flag used; matches expected exactly.
Download a file with progress bar and resume support,wget -c https://example.com/largefile.iso,wget -c https://example.com/largefile.iso,True,True,True,True,2,2,2,True,5,Correct tool and flag (-c for resume) used; progress bar is default with wget.
List all currently listening TCP ports,ss -tln,ss -tln,True,True,True,True,2,2,2,True,5,Correct tool and flags used to list all currently listening TCP ports.
Schedule a script backup.sh to run daily at 2am using cron,"(crontab -l 2>/dev/null; echo ""0 2 * * * /usr/local/bin/backup.sh"") | crontab -","(crontab -l 2>/dev/null; echo ""0 2 * * * /usr/local/bin/backup.sh"") | crontab -",True,True,True,True,2,2,2,True,5,Correct tool and cron syntax; properly appends to crontab and uses correct path.
"Print the first field of each line in data.csv, assuming comma delimiter","cut -d',' -f1 data.csv","cut -d',' -f1 data.csv",True,True,True,True,2,2,2,True,5,"Correct tool, correct delimiter and field selection, matches expected exactly."
Sort the file scores.txt numerically in descending order,sort -nr scores.txt,sort -nr scores.txt,True,True,True,True,2,2,2,True,5,Correct tool and flags used for numerical descending sort.
Find duplicate lines in a file list.txt,sort list.txt | uniq -d,sort list.txt | uniq -d,True,True,True,True,2,2,2,True,5,Correct tool and method to find duplicate lines using sort and uniq.
Generate a random password of 16 characters,openssl rand -base64 12 | cut -c1-16,openssl rand -base64 12 | cut -c1-16,True,True,True,True,2,2,2,True,5,Correct tool and method; generates 16-character password as requested.
Show the last modification time of all files in the current directory,"stat -c ""%y %n"" *","stat -c ""%y %n"" *",True,True,True,True,2,2,2,True,5,Correct tool and flags; displays last modification time with filename as expected.
Display the difference between two files old.txt and new.txt,diff old.txt new.txt,diff old.txt new.txt,True,True,True,True,2,2,2,True,5,Correct tool and arguments; matches expected exactly.
Print the environment variables that contain the word PATH,env | grep PATH,env | grep PATH,True,True,True,True,2,2,2,True,5,Correct tool and command to filter environment variables containing PATH.
"Show the disk usage of each subdirectory in /home, human readable",du -h --max-depth=1 /home,du -h --max-depth=1 /home,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, and correct arguments; fully meets the input_text requirements."
Convert all .png images in the images folder to .jpg format using ImageMagick,"for f in images/*.png; do convert ""$f"" ""${f%.png}.jpg""; done","for f in images/*.png; do convert ""$f"" ""${f%.png}.jpg""; done",True,True,True,True,2,2,2,True,5,Correct tool (ImageMagick) and correct command structure with proper file extension replacement.
Append the current date to the file notes.txt,date >> notes.txt,date >> notes.txt,True,True,True,True,2,2,2,True,5,Correct tool and command to append date to notes.txt; matches expected exactly.
Display the 5 most recent git commits in a repository,git log -5 --oneline,git log -5 --oneline,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, and correct output format as specified in the input text."
Create a new git branch named feature-x from the current HEAD,git checkout -b feature-x,git checkout -b feature-x,True,True,True,True,2,2,2,True,5,"Correct tool, correct flag, and correct argument; matches expected exactly."
"Show the size of the /var directory, summarized in megabytes",du -sm /var,du -sm /var,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, correct argument; meets all constraints and is safe."
"Search for the string 'TODO' in all .py files, showing line numbers","grep -n ""TODO"" *.py","grep -n ""TODO"" *.py",True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, and correct arguments; matches expected exactly."
Display the current user's UID and GID,id -u && id -g,id -u && id -g,True,True,True,True,2,2,2,True,5,Correct tool and flags; displays UID and GID as required.
Set the execute permission for all scripts in the bin directory,chmod +x bin/*.sh,chmod +x bin/*.sh,True,True,True,True,2,2,2,True,5,Correct tool and command to set execute permissions on .sh files in bin directory.
Remove all empty lines from file data.txt,sed -i '/^$/d' data.txt,sed -i '/^$/d' data.txt,True,True,True,True,2,2,2,True,5,"Correct tool, correct flag, correct argument; fully matches expected."
Print the first 3 columns of a tab-separated file data.tsv,cut -f1-3 data.tsv,cut -f1-3 data.tsv,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, and correct argument; fully matches expected."
Show the kernel version,uname -r,uname -r,True,True,True,True,2,2,2,True,5,Correct tool and flag used to show the kernel version.
Create a compressed zip archive of the docs folder named docs.zip,zip -r docs.zip docs/,zip -r docs.zip docs/,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, correct arguments; matches expected exactly."
Extract the zip archive backup.zip into the /tmp directory,unzip backup.zip -d /tmp,unzip backup.zip -d /tmp,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, correct arguments; matches expected exactly."
List the 10 largest files in the current directory tree,find . -type f -exec du -h {} + | sort -hr | head -n 10,find . -type f -exec du -h {} + | sort -hr | head -n 10,True,True,True,True,2,2,2,True,5,Correct tool and command structure; properly lists the 10 largest files.
Display a tree view of the current directory up to depth 2,tree -L 2,tree -L 2,True,True,True,True,2,2,2,True,5,Correct tool and flag used to display tree view up to depth 2.
Create a user called alice with a home directory and bash shell,sudo useradd -m -s /bin/bash alice,sudo useradd -m -s /bin/bash alice,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, correct arguments; all constraints and safety considerations are met."
Lock the user account bob,sudo usermod -L bob,sudo usermod -L bob,True,True,True,True,2,2,2,True,5,Correct tool and flag used to lock the user account 'bob'.
Show the HTTP response headers for https://example.com,curl -I https://example.com,curl -I https://example.com,True,True,True,True,2,2,2,True,5,Correct tool and flag used to show HTTP response headers.
Monitor file changes in /etc using inotifywait for 60 seconds,timeout 60 inotifywait -m /etc,timeout 60 inotifywait -m /etc,True,True,True,True,2,2,2,True,5,Correct tool and flags; monitors /etc for 60 seconds as requested.
Print the number of CPU cores,nproc,nproc,True,True,True,True,2,2,2,True,5,Correct tool and no flags needed; command is accurate and safe.
Show the first 10 lines of the file /var/log/syslog.,head -n 10 /var/log/syslog,head -n 10 /var/log/syslog,True,True,True,True,2,2,2,True,5,"Correct tool, correct flag, correct argument; fully matches expected."
Display the current working directory.,pwd,pwd,True,True,True,True,2,2,2,True,5,"Correct tool, no flags needed, no arguments required, and no constraints to honor."
Create a compressed tar archive named backup.tar.gz containing the directory /home/user/data.,tar -czf backup.tar.gz /home/user/data,tar -czf backup.tar.gz /home/user/data,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, correct arguments, and all constraints are honored."
Find all Python files modified in the last 2 days.,"find . -name ""*.py"" -mtime -2","find . -name ""*.py"" -mtime -2",True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, and correct arguments; matches expected exactly."
"Show disk usage of each directory in the current folder, sorted by size.",du -h --max-depth=1 | sort -hr,du -h --max-depth=1 | sort -hr,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, and correct sorting; fully meets the input_text requirements."
"Replace all occurrences of ""foo"" with ""bar"" in file.txt and save changes in-place.",sed -i 's/foo/bar/g' file.txt,sed -i 's/foo/bar/g' file.txt,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, correct arguments, and all constraints are honored."
Show the process tree for the process with PID 1234.,pstree -p 1234,pstree -p 1234,True,True,True,True,2,2,2,True,5,Correct tool and flag used to show the process tree for PID 1234.
Download the file from https://example.com/file.zip and save it as file.zip.,curl -O https://example.com/file.zip,curl -O https://example.com/file.zip,True,True,True,True,2,2,2,True,5,"Correct tool and flag; the -O option saves the file with the same name as the remote file, which matches the input_text requirement."
Extract the contents of archive.tar.gz into the directory /tmp/extract_here.,tar -xzf archive.tar.gz -C /tmp/extract_here,tar -xzf archive.tar.gz -C /tmp/extract_here,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, correct arguments, and all constraints are honored."
Display the 5 most memory‑intensive processes.,ps aux --sort=-%mem | head -n 6,ps aux --sort=-%mem | head -n 6,True,True,True,True,2,2,2,True,5,Correct tool and flags; displays top 5 memory-intensive processes by sorting and taking the first 6 lines (header + 5 entries).
Show the IP addresses of all network interfaces.,ip -brief address,ip -brief address,True,True,True,True,2,2,2,True,5,Correct tool and flag usage to show IP addresses of network interfaces.
"Create a new user called ""devuser"" with a home directory and add them to the sudo group.",sudo useradd -m -G sudo devuser,sudo useradd -m -G sudo devuser,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, correct arguments, and all constraints are honored."
