config,quant,k,prompt,command,expected,exact_match,formatting,syntax_valid,overall
Q4_K_M:0,Q4_K_M,0,"Recursively replace all occurrences of the string ""TODO"" with ""DONE"" in *.py files, but only in files that have been modified in the last 7 days.","find . -type f -name ""*.py"" -mtime -7 -exec sed -i 's/TODO/DONE/g' {} \;",find . -type f -name '*.py' -mtime -7 -exec sed -i 's/TODO/DONE/g' {} +,False,True,True,4
Q4_K_M:0,Q4_K_M,0,"List all processes owned by root that have opened network sockets, showing PID, command, and listening port, sorted by port number.",ss -tlnp | grep 'root' | awk 'NR>1 {print $5}' | cut -d: -f2 | sort -u,"ss -tulpn | awk '/^tcp/ && /root/ {split($5, a, "":""); printf ""%s %s %s\n"", $6, $7, a[2]}' | sort -k3,3n",False,True,True,1
Q4_K_M:0,Q4_K_M,0,"Write a one‑liner that replaces all occurrences of the word ""foo"" with ""bar"" in all "".conf"" files under /etc, but only in lines that are not commented out (i.e., do not start with #), preserving backup copies with extension .bak.","find /etc -type f -name ""*.conf"" -exec grep -v '^#' -E '^[^#]*foo' {} \; -print0 | xargs -0 sed -i.bak 's/foo/bar/g'","find /etc -type f -name ""*.conf"" -print0 | xargs -0 -I{} sed -i.bak '/^[[:space:]]*#/! s/\bfoo\b/bar/g' {}",False,True,True,1
Q4_K_M:0,Q4_K_M,0,Show calendar of current month,cal,$ cal,False,True,True,5
Q4_K_M:0,Q4_K_M,0,"Parse a JSON file, extract specific fields, and output them in CSV format","jq -r '.[] | [.name, .age, .city] | @csv' data.json > output.csv","jq -r '.[] | .name, .age, .city' data.json | paste -sd ','",False,True,True,5
Q4_K_M:0,Q4_K_M,0,Commit changes in a Git repository with a message 'Initial commit',git commit -m 'Initial commit',git commit -m 'Initial commit',True,True,True,5
Q4_K_M:0,Q4_K_M,0,Copy a file named 'example.txt' to the 'test' directory,cp example.txt test/,cp example.txt test,False,True,True,5
Q4_K_M:0,Q4_K_M,0,"List all files, including hidden ones, in long format",ls -la,ls -la,True,True,True,5
Q4_K_M:0,Q4_K_M,0,List the 5 most memory‑intensive processes sorted descending.,ps aux --sort=-%mem | head -n 6,ps aux --sort=-%mem | head -n 6,True,True,True,5
Q4_K_M:0,Q4_K_M,0,"Write a Bash script snippet that reads a CSV file of usernames and email addresses, creates a system user for each, sets a random password, and emails the credentials using mailx.","#!/usr/bin/env bash
csv=""users.csv""
while IFS=, read -r user email; do
  uid=$(echo ""$user"" | md5sum | cut -c1-3)
  gid=$(echo ""$user"" | md5sum | cut -c4-7)
  useradd -u $uid -g $gid -m ""$user""
  echo ""$user:$password"" | chpasswd
  echo ""Subject: Your credentials"" | mailx -s - ""$email"" <<< ""Username: $user\nPassword: $password""
done < ""$csv""","while IFS=, read -r user email; do sudo useradd -m ""$user"" && pass=$(openssl rand -base64 12) && echo ""$user:$pass"" | sudo chpasswd && echo -e ""Your account: $user\nPassword: $pass"" | mailx -s ""Your new account"" ""$email""; done < users.csv",False,True,True,1
Q4_K_M:0,Q4_K_M,0,Compress all .log files in /var/log into a single zip archive called logs.zip.,zip logs.zip /var/log/*.log,zip logs.zip /var/log/*.log,True,True,True,5
Q4_K_M:0,Q4_K_M,0,Display the contents of a file named 'file.txt',cat file.txt,cat file.txt,True,True,True,5
Q4_K_M:0,Q4_K_M,0,Change the permissions of a file called 'example.txt' to read-only,chmod 444 example.txt,chmod 444 example.txt,True,True,True,5
Q4_K_M:0,Q4_K_M,0,Display the current battery charge percentage (on a laptop),cat /sys/class/power_supply/BAT0/capacity,acpi -b | grep -P -o '[0-9]+(?=%)',False,True,True,5
Q4_K_M:0,Q4_K_M,0,"Create a new empty file named ""placeholder.txt""",touch placeholder.txt,touch placeholder.txt,True,True,True,5
Q4_K_M:0,Q4_K_M,0,Show the differences between the working tree and the last commit for file src/main.c,git diff --cached src/main.c,git diff src/main.c,False,True,True,1
Q4_K_M:0,Q4_K_M,0,Show disk usage of the current directory in human‑readable format,du -h,du -sh .,False,True,True,4
Q4_K_M:0,Q4_K_M,0,"Using find, locate all symbolic links under /usr/local that point to non‑existent targets and delete them.",find /usr/local -xtype l -print0 | xargs -0 rm,find /usr/local -xtype l -delete,False,True,True,5
Q4_K_M:0,Q4_K_M,0,Show the disk usage of the current directory in a human‑readable format,du -sh,du -sh .,False,True,True,5
Q4_K_M:0,Q4_K_M,0,Append the content 'Hello World' to the file 'file1',echo 'Hello World' >> file1,echo 'Hello World' >> file1,True,True,True,5
Q4_K_M:0,Q4_K_M,0,Monitor CPU usage every 2 seconds and display it in a compact format,"watch -n 2 ""echo CPU: $(top -b -n 1 | grep 'Cpu(s)' | awk '{print $2}' | tr -d '%')""","top -b -d 2 -n 1 | grep ""Cpu(s)""",False,True,True,4
Q4_K_M:0,Q4_K_M,0,Display the last login time for user bob,lastlog -u bob,last -n 1 bob | head -n 1,False,True,True,5
Q4_K_M:0,Q4_K_M,0,"Using perl, replace all dates in format DD/MM/YYYY in a text file with ISO format YYYY-MM-DD, and write the changes in-place.",perl -pi -e 's/(\d{2})\/(\d{2})\/(\d{4})/$3-\$2-\$1/g' file.txt,perl -i -pe 's/(\d{2})\/(\d{2})\/(\d{4})/$3-\$2-\$1/g' /path/file.txt,False,True,True,3
Q4_K_M:0,Q4_K_M,0,"Write a Bash function that accepts a directory and a file extension, finds the newest N files (default 10) with that extension, and creates a zip archive named after the directory and timestamp.","newest_zip(){ dir=""$1""; ext=""$2""; n=${3:-10}; archive=""${dir%/}_$(date +%Y%m%d_%H%M%S).zip""; find ""$dir"" -type f -name ""*.$ext"" -printf ""%T@ %p\n"" | sort -nr | head -n ""$n"" | cut -d' ' -f2- | xargs -d '\n' zip -@ ""$archive""; }","archive_recent(){ local dir=""$1""; local ext=""$2""; local n=${3:-10}; local ts=$(date +%Y%m%d_%H%M%S); local archive=""${dir##*/}_$ts.zip""; find ""$dir"" -type f -name ""*.$ext"" -printf '%T@ %p\n' | sort -nr | head -n ""$n"" | cut -d' ' -f2- | zip -@ ""$archive""; echo ""Created $archive""; }",False,True,True,4
Q4_K_M:0,Q4_K_M,0,"Replace the first occurrence of ""VERSION=1"" with ""VERSION=2"" in the file ""Makefile"" without creating a backup.","sed -i '0,/VERSION=1/s//VERSION=2/' Makefile","sed -i '0,/VERSION=1/s//VERSION=2/' Makefile",True,True,True,5
Q4_K_M:0,Q4_K_M,0,"Change the permissions of ""script.sh"" to be executable by the owner only",chmod 700 script.sh,chmod 700 script.sh,True,True,True,5
Q4_K_M:0,Q4_K_M,0,Print the first 100 characters of the string stored in the variable $LONG_TEXT.,"echo ""${LONG_TEXT:0:100}""","echo ""${LONG_TEXT}"" | cut -c1-100",False,True,True,5
Q4_K_M:0,Q4_K_M,0,Extract the contents of a zip archive named 'example.zip',unzip example.zip,unzip example.zip,True,True,True,5
Q4_K_M:0,Q4_K_M,0,"Count how many lines contain ""FAIL"" in results.log.","grep -c ""FAIL"" results.log","grep -c ""FAIL"" results.log",True,True,True,5
Q4_K_M:0,Q4_K_M,0,Set the file permissions of script.sh to be executable by the owner only,chmod 700 script.sh,chmod 700 script.sh,True,True,True,5
Q4_K_M:0,Q4_K_M,0,"Extract all JSON objects from a mixed log file, pretty‑print them with jq, and write the results to a new file named cleaned.json.",grep -a '{' mixed.log | grep -a '}' | jq -c . > cleaned.json,grep -o '{[^}]*}' mixed.log | jq -s '.' > cleaned.json,False,True,True,3
Q4_K_M:0,Q4_K_M,0,"Check the SHA256 checksum of ""download.iso""",sha256sum download.iso,sha256sum download.iso,True,True,True,5
Q4_K_M:0,Q4_K_M,0,"Monitor the file ""access.log"" in real time, showing new lines as they are added.",tail -F access.log,tail -f access.log,False,True,True,4
Q4_K_M:0,Q4_K_M,0,Show the current user's default editor,echo $EDITOR,echo $EDITOR,True,True,True,5
Q4_K_M:0,Q4_K_M,0,"Create a tarball of all .conf files that contain the word ""PasswordAuthentication"" (case‑insensitive) in /etc/ssh, preserving directory structure, and compress with xz, naming the archive with the current date.",tar -czf /tmp/ssh_config_$(date +%Y%m%d).tar.gz -C /etc/ssh --exclude='*' --exclude='*' --exclude='*' --exclude='*' --exclude='*' --exclude='*' --exclude='*' --exclude='*' --exclude='*' --exclude='*' --exclude='*' --exclude='*' --exclude='*' --exclude='*' --exclude='*' --exclude='*' --exclude='*' --exclude='*' --exclude='*' --exclude='*' --exclude='*' --exclude='*' --exclude='*' --exclude='*' --exclude='*' --exclude=',"tar -cJf ""ssh_conf_$(date +%F).tar.xz"" $(grep -ril ""PasswordAuthentication"" /etc/ssh --include='*.conf')",False,True,False,1
Q4_K_M:0,Q4_K_M,0,"Show the current CPU temperature (Linux, using sensors).",sensors | grep -i cpu | grep -i temp,sensors | grep 'Core',False,True,True,4
Q4_K_M:0,Q4_K_M,0,Reload the current shell's environment variables,source ~/.bashrc,source ~/.bashrc,True,True,True,5
Q4_K_M:0,Q4_K_M,0,"Print the size of each subdirectory in the current directory, sorted largest first",du -sh */ | sort -hr,du -sh */ | sort -hr,True,True,True,5
Q4_K_M:0,Q4_K_M,0,Print the number of CPU seconds used by the current shell process.,ps -p $$ -o cputime=,ps -p $$ -o cputime=,True,True,True,5
Q4_K_M:0,Q4_K_M,0,Show the last 20 lines of a file named report.txt,tail -n 20 report.txt,tail -n 20 report.txt,True,True,True,5
Q4_K_M:0,Q4_K_M,0,Show the last 5 git commit messages in one‑line format.,git log -5 --oneline,git log -5 --oneline,True,True,True,5
Q4_K_M:0,Q4_K_M,0,"Create a compressed tar archive named ""backup.tar.gz"" containing the directory ""project"" while preserving permissions.",tar -czvf backup.tar.gz project,tar -czvf backup.tar.gz project,True,True,True,5
Q4_K_M:0,Q4_K_M,0,"Write a Bash snippet that reads lines from stdin, groups them by the first field (space‑separated), and outputs each group preceded by the count of lines in that group.","awk '{a[$1]++} END {for (i in a) print a[i], i}'","awk '{count[$1]++; lines[$1]=lines[$1]""\n""$0} END {for (g in count) print count[g] "":"" lines[g]}'",False,True,True,3
Q4_K_M:0,Q4_K_M,0,List all running Docker containers with their names and ports,"docker ps --format ""{{.Names}}\t{{range .Ports}}{{.HostPort}}{{end}}""","docker ps --format ""{{.Names}}	{{.Ports}}""",False,True,True,3
Q4_K_M:0,Q4_K_M,0,"Extract all URLs from a log file, remove duplicates, and sort them in descending order based on the number of occurrences",grep -oE 'https?://[^[:space:]]+' /var/log/syslog | sort | uniq -c | sort -nr | awk '{print $2}',grep -oE 'https?://[^\s]+' access.log | sort | uniq -c | sort -rn | awk '{print $2}',False,True,True,4
Q4_K_M:0,Q4_K_M,0,Monitor the CPU usage of all processes in real time.,top -b -d 1,top,False,True,True,1
Q4_K_M:0,Q4_K_M,0,Display the first 10 lines of a file named data.txt,head -n 10 data.txt,head -n 10 data.txt,True,True,True,5
Q4_K_M:0,Q4_K_M,0,Copy a file called 'source.txt' to 'destination.txt',cp source.txt destination.txt,cp source.txt destination.txt,True,True,True,5
Q4_K_M:0,Q4_K_M,0,"Write a pipeline that extracts all JPEG image files from a tar archive without extracting the whole archive, and copies them to /tmp/images preserving directory hierarchy.",tar -tf archive.tar | grep -E '\.(jpg|jpeg)$' | tar -C /tmp -xf - --strip-components=1,"tar -tf archive.tar | grep '\.jpe?g$' | while read -r path; do mkdir -p ""/tmp/images/$(dirname ""$path"")""; tar -xf archive.tar ""$path"" -O > ""/tmp/images/$path""; done",False,True,True,2
Q4_K_M:0,Q4_K_M,0,"Write a Bash one‑liner that monitors the CPU temperature every 10 seconds for 5 minutes, logs timestamps and temperature to cpu_temp.log, and triggers an audible alert if temperature exceeds 80°C.","for i in {1..300}; do temp=$(awk '/^core\./ {print $2}' /proc/cpuinfo); echo ""$(date +%F_%T) $temp"" >> cpu_temp.log; if (( $(echo ""$temp > 80"" | bc -l) )); then echo ""High CPU temp $temp°C"" | festival --tts; fi; sleep 10; done","end=$((SECONDS+300)); while [ $SECONDS -lt $end ]; do t=$(sensors | awk '/^Package id 0:/ {print $4}' | tr -d '+°C'); echo ""$(date '+%F %T') $t"" >> cpu_temp.log; if (( $(echo ""$t > 80"" | bc -l) )); then paplay /usr/share/sounds/freedesktop/stereo/alarm-clock-elapsed.oga; fi; sleep 10; done",False,True,True,1
Q4_K_M:0,Q4_K_M,0,"Monitor a directory /var/spool for new files, and when a new file appears, compute its SHA‑1 hash and move it to /var/processed with the hash prefixed to the filename.","inotifywait -m -e create --format ""%w%f"" /var/spool | while read file; do sha1sum ""$file"" | awk '{print $1"" ""$2}' > ""/var/processed/${file}.sha1""; mv ""$file"" ""/var/processed/""; done","inotifywait -m -e create --format '%w%f' /var/spool | while read newfile; do hash=$(sha1sum ""$newfile"" | awk '{print $1}'); base=$(basename ""$newfile""); mv ""$newfile"" ""/var/processed/${hash}_$base""; echo ""Processed $newfile -> ${hash}_$base""; done",False,True,True,3
Q4_K_M:0,Q4_K_M,0,Find the top 5 processes consuming the most memory,ps aux --sort=-%mem | head -n 6,ps aux --sort=-%mem | head -n 6,True,True,True,5
Q4_K_M:0,Q4_K_M,0,"Stop and remove a Docker container with ID ""a1b2c3d4e5f6"".",docker rm -f a1b2c3d4e5f6,docker rm -f a1b2c3d4e5f6,True,True,True,5
Q4_K_M:0,Q4_K_M,0,Connect to a remote server named 'remote_server' using SSH,ssh remote_server,ssh remote_server,True,True,True,5
Q4_K_M:0,Q4_K_M,0,"Using sed, replace the version number in a file version.txt that matches the pattern vMAJOR.MINOR.PATCH (e.g., v2.3.4) with v$(date +%Y.%m.%d). Ensure only the first occurrence is changed.",sed -i 's/^v[0-9]\+\.[0-9]\+\.[0-9]\+$/v$(date +%Y.%m.%d)/' version.txt,"sed -i '0,/v[0-9]\+\.[0-9]\+\.[0-9]\+/s//v$(date +%Y.%m.%d)/' version.txt",False,True,True,2
Q4_K_M:0,Q4_K_M,0,"Run the command ""make"" and log both stdout and stderr to build.log",make > build.log 2>&1,make > build.log 2>&1,True,True,True,5
Q4_K_M:0,Q4_K_M,0,"Write a one‑liner that continuously monitors /proc/meminfo, and when free memory drops below 200 MiB, writes a warning with timestamp to /var/log/mem_warn.log.","while true; do mem=$(awk '/MemAvailable/ {print $2}' /proc/meminfo); if (( mem < 200*1024 )); then echo ""$(date +%F_%T) Low memory: $mem kB"" >> /var/log/mem_warn.log; fi; sleep 5; done","watch -n 5 ""awk '/MemFree/ {if(\$2<204800) print \""$(date +'%F %T') WARN: Low memory \$2 kB\"" >> /var/log/mem_warn.log}' /proc/meminfo""",False,True,True,3
Q4_K_M:0,Q4_K_M,0,"Create a symbolic link named ""latest.log"" pointing to ""log_2023_09_01.txt"".",ln -s log_2023_09_01.txt latest.log,ln -s log_2023_09_01.txt latest.log,True,True,True,5
Q4_K_M:0,Q4_K_M,0,Display the LVM logical volume status,lvdisplay YOUR_DEVICE,lvdisplay /dev/vg_example/lv_example,False,True,True,3
Q4_K_M:0,Q4_K_M,0,Clone a remote Git repository named 'example.git',git clone https://github.com/user/example.git,git clone example.git,False,True,True,3
Q4_K_M:0,Q4_K_M,0,Display the current swap usage in megabytes,"free -m | awk '/Swap/ {print $3"" MB used""}'","free -m | awk '/Swap/ {print $3"" MB used, ""$4"" MB free""}'",False,True,True,4
Q4_K_M:0,Q4_K_M,0,Display the unique lines of a file 'file.txt',sort file.txt | uniq,uniq file.txt,False,True,True,3
Q4_K_M:0,Q4_K_M,0,"Using ffmpeg, batch‑convert all .mov videos in ~/videos to .mp4 with H.264 video codec and AAC audio, preserving original filenames, and store them in ~/converted.","mkdir -p ~/converted && for f in ~/videos/*.mov; do ffmpeg -i ""$f"" -c:v libx264 -c:a aac -strict experimental ""${f%.mov}.mp4"" && mv ""${f%.mov}.mp4"" ~/converted/; done","mkdir -p ~/converted; for f in ~/videos/*.mov; do ffmpeg -i ""$f"" -c:v libx264 -c:a aac ""~/converted/$(basename ""${f%.*}"").mp4""; done",False,True,True,4
Q4_K_M:0,Q4_K_M,0,"Print the first 5 fields of each line in ""data.csv"" using comma as delimiter","cut -d',' -f1-5 data.csv","cut -d',' -f1-5 data.csv",True,True,True,5
Q4_K_M:0,Q4_K_M,0,Change the permissions of a file named 'file.txt' to '755',chmod 755 file.txt,chmod 755 file.txt,True,True,True,5
Q4_K_M:2,Q4_K_M,2,"Convert the image ""photo.png"" to a JPEG with 80% quality using ImageMagick.",convert photo.png -quality 80 photo.jpg,convert photo.png -quality 80 photo.jpg,True,True,True,5
Q4_K_M:2,Q4_K_M,2,"Using find, locate all .sh files that contain the string ""TODO"", replace it with ""DONE"" in‑place, and create a backup of each modified file with a .bak extension.","find . -type f -name ""*.sh"" -exec grep -l ""TODO"" {} \; | while read -r file; do
  grep -l ""TODO"" ""$file"" | xargs -r sed -i.bak 's/TODO/DONE/g'
done","find . -type f -name ""*.sh"" -exec grep -l ""TODO"" {} + | while read -r f; do cp ""$f"" ""$f.bak""; sed -i 's/TODO/DONE/g' ""$f""; done",False,True,True,3
Q4_K_M:2,Q4_K_M,2,"Download a file with progress bar and resume capability from ""https://example.com/large.iso"".",wget --progress=bar https://example.com/large.iso,wget -c https://example.com/large.iso,False,True,True,3
Q4_K_M:2,Q4_K_M,2,Sort the contents of unsorted.txt alphabetically and remove duplicates.,sort -u unsorted.txt,sort -u unsorted.txt > sorted_unique.txt,False,True,True,5
Q4_K_M:2,Q4_K_M,2,Show the 10 most recent entries in the system journal,journalctl -n 10,journalctl -n 10 --no-pager,False,True,True,4
Q4_K_M:2,Q4_K_M,2,Show the current load averages,cat /proc/loadavg,cat /proc/loadavg,True,True,True,5
Q4_K_M:2,Q4_K_M,2,Create RAM disk 1G,sudo mount -t tmpfs -o size=1G tmpfs /mnt/ramdisk,sudo mkdir -p /mnt/ram && sudo mount -t tmpfs -o size=1G tmpfs /mnt/ram,False,True,True,3
Q4_K_M:2,Q4_K_M,2,Create alias ll for ls -la,alias ll='ls -la',$ alias ll='ls -la',False,True,True,5
Q4_K_M:2,Q4_K_M,2,Display the first 10 lines of a file named data.log,head -n 10 data.log,head -n 10 data.log,True,True,True,5
Q4_K_M:2,Q4_K_M,2,"Download a file from ""https://example.com/file.tar.gz"" using wget",wget https://example.com/file.tar.gz,wget https://example.com/file.tar.gz,True,True,True,5
Q4_K_M:2,Q4_K_M,2,Find all Python files that contain the string 'TODO',"grep -R ""TODO"" --include=""*.py"" .","grep -R ""TODO"" --include='*.py' .
./module/utils.py:# TODO: refactor this function",False,True,True,5
Q4_K_M:2,Q4_K_M,2,"Create a command that monitors /var/log/syslog for lines containing the word ""CRITICAL"", extracts the timestamp and the message, and sends an email alert with the extracted info to admin@example.com using sendmail.","tail -F /var/log/syslog | grep --line-buffered ""CRITICAL"" | while read -r line; do ts=$(echo ""$line"" | awk '{print $1"" ""$2"" ""$3}'); msg=$(echo ""$line"" | awk '{print $4"" ""$5"" ""$6"" ""$7"" ""$8"" ""$9"" ""$10"" ""$11"" ""$12"" ""$13"" ""$14"" ""$15"" ""$16"" ""$17"" ""$18"" ""$19"" ""$20"" ""$21"" ""$22"" ""$2","tail -F /var/log/syslog | grep --line-buffered 'CRITICAL' | while read -r line; do
  ts=$(echo ""$line"" | awk '{print $1"" ""$2"" ""$3}')
  msg=$(echo ""$line"" | cut -d' ' -f4-)
  printf ""Subject: Critical alert\n\nTime: %s\nMessage: %s\n"" ""$ts"" ""$msg"" | sendmail admin@example.com
done &",False,True,False,1
Q4_K_M:2,Q4_K_M,2,Create a user called alice with a home directory and bash shell,sudo useradd -m -s /bin/bash alice,sudo useradd -m -s /bin/bash alice,True,True,True,5
Q4_K_M:2,Q4_K_M,2,"Show the last 20 lines of the Apache access log, but only the IP addresses.",tail -n 20 /var/log/apache2/access.log | awk '{print $1}',tail -n 20 /var/log/apache2/access.log | awk '{print $1}',True,True,True,5
Q4_K_M:2,Q4_K_M,2,"List the 10 largest files in /home, sorted descending.",find /home -type f -exec du -h {} + | sort -rh | head -n 10,find /home -type f -exec du -h {} + | sort -rh | head -n 10,True,True,True,5
Q4_K_M:2,Q4_K_M,2,Extend a LVM logical volume,lvextend -L +500M /dev/vg_example/lv_example,lvextend -L +100M /dev/vg_example/lv_example,False,True,True,3
Q4_K_M:2,Q4_K_M,2,"Using perl, replace any occurrence of dates in MM/DD/YYYY format in all .txt files under /data with ISO format YYYY‑MM‑DD, editing files in‑place.",perl -pi -e 's/(\d{2})\/(\d{2})\/(\d{4})/$3-$2-$1/g' /data/*.txt,find /data -type f -name '*.txt' -print0 | xargs -0 perl -i -pe 's/(\d{2})\/(\d{2})\/(\d{4})/$3-\$1-\$2/g',False,True,True,3
Q4_K_M:2,Q4_K_M,2,Show the current user and their groups,id -a,id,False,True,True,5
Q4_K_M:2,Q4_K_M,2,Show the last login time for the current user,lastlog -u $USER,last -n 1 $(whoami),False,True,True,4
Q4_K_M:2,Q4_K_M,2,Show the current shell's process ID,echo $$,echo $$,True,True,True,5
Q4_K_M:2,Q4_K_M,2,Create a new system group named 'example',groupadd example,groupadd example,True,True,True,5
Q4_K_M:2,Q4_K_M,2,"Show the 3 most frequently occurring words in ""book.txt"" (ignore case, strip punctuation).",tr -cs '[:alnum:]' '\n' < book.txt | tr '[:upper:]' '[:lower:]' | sort | uniq -c | sort -rn | head -n 3,"tr -c ""[:alnum:]"" ""\n"" < book.txt | tr '[:upper:]' '[:lower:]' | sort | uniq -c | sort -nr | head -n 3",False,True,True,4
Q4_K_M:2,Q4_K_M,2,"Using sed, transform a configuration file /etc/app.conf by commenting out any line that starts with ""debug="" and appending a new line ""debug=off"" at the end of the file, all in-place.",sed -i '/^debug=/s/^/#/' /etc/app.conf && echo 'debug=off' >> /etc/app.conf,sed -i '/^debug=/s/^/#/' /etc/app.conf && echo 'debug=off' >> /etc/app.conf,True,True,True,5
Q4_K_M:2,Q4_K_M,2,"Show the difference between two directories dirA and dirB, ignoring empty files.",diff -qr dirA dirB --brief,"diff -qr dirA dirB | grep -v ""Only in""",False,True,True,1
Q4_K_M:2,Q4_K_M,2,Create a 1 GB file filled with zeros named zero.bin.,dd if=/dev/zero of=zero.bin bs=1M count=1024,dd if=/dev/zero of=zero.bin bs=1M count=1024,True,True,True,5
Q4_K_M:2,Q4_K_M,2,Create a new group,groupadd YOUR_GROUP,groupadd newgroup,False,True,True,5
Q4_K_M:2,Q4_K_M,2,"Kill all processes named ""node""",pkill node,pkill node,True,True,True,5
Q4_K_M:2,Q4_K_M,2,Print the current working directory in bold text using ANSI escape codes.,"echo -e ""\033[1m$(pwd)\033[0m""","printf ""\e[1m$(pwd)\e[0m\n""",False,True,True,5
Q4_K_M:2,Q4_K_M,2,"Create a Bash function that takes a directory and a file extension, calculates the total size of all files with that extension, and prints the size in megabytes with three decimal places.","size_of_files(){
  dir=""$1""
  ext=""$2""
  size=$(find ""$dir"" -type f -name ""*.$ext"" -exec du -sm {} + | awk '{s+=$1} END {print s}')
  printf ""%.3f MB\n"" ""$size""
}","total_size() {
  local dir=""$1""
  local ext=""$2""
  local bytes=$(find ""$dir"" -type f -name ""*.$ext"" -printf ""%s\n"" | awk '{total+=$1} END {print total}')
  printf ""Total size: %.3f MB\n"" ""$(echo ""scale=6; $bytes/1024/1024"" | bc)""
}",False,True,True,4
Q4_K_M:2,Q4_K_M,2,Create a new git repository in the current directory,git init,git init,True,True,True,5
Q4_K_M:2,Q4_K_M,2,"Show the top 10 lines of the output of ""dmesg"" that contain the word ""usb""",dmesg | grep usb | head -n 10,dmesg | grep -i usb | head -n 10,False,True,True,3
Q4_K_M:2,Q4_K_M,2,Count the number of lines in input.txt,wc -l < input.txt,"$ wc -l input.txt
42",False,True,True,5
Q4_K_M:2,Q4_K_M,2,Create a new archive 'archive.tar' from a directory 'example',tar -cvf archive.tar example,tar -cvf archive.tar example,True,True,True,5
Q4_K_M:2,Q4_K_M,2,Check whether the port 3306 is listening on the local machine.,ss -ltn | grep ':3306 ',ss -tuln | grep ':3306',False,True,True,4
Q4_K_M:2,Q4_K_M,2,"Merge the branch ""dev"" into the current branch without fast‑forward",git merge --no-ff dev,git merge --no-ff dev,True,True,True,5
Q4_K_M:2,Q4_K_M,2,Show last 20 lines of syslog,tail -n 20 /var/log/syslog,sudo tail -n 20 /var/log/syslog,False,True,True,4
Q4_K_M:2,Q4_K_M,2,Show the file type of the file 'example.txt',file example.txt,file example.txt,True,True,True,5
Q4_K_M:2,Q4_K_M,2,Show the IP address and hostname of the machine,hostname -I,hostname -I && hostname,False,True,True,3
Q4_K_M:2,Q4_K_M,2,"Provide a Bash one‑liner that reads a large JSON array from stdin, streams each object to jq to extract the ""id"" and ""status"" fields, and writes them as CSV rows to output.csv without loading the entire array into memory.","jq -c 'map({id: .id, status: .status})' | while read -r obj; do echo ""${obj}""; done > output.csv","jq -r '.[] | [.id, .status] | @csv' > output.csv",False,True,True,1
Q4_K_M:2,Q4_K_M,2,"Find and replace the string ""VERSION=1.0"" with ""VERSION=2.0"" in all ""Makefile"" files recursively.","find . -type f -name ""Makefile"" -exec sed -i 's/VERSION=1.0/VERSION=2.0/g' {} \;","find . -type f -name ""Makefile"" -exec sed -i 's/VERSION=1\.0/VERSION=2.0/g' {} +",False,True,True,3
Q4_K_M:2,Q4_K_M,2,Show the total number of files in the current directory and its subdirectories,find . -type f | wc -l,find . -type f | wc -l,True,True,True,5
Q4_K_M:2,Q4_K_M,2,"Find all Docker containers that have been exited for more than 24 hours and remove them, then output the IDs of removed containers.","docker ps -a --filter ""status=exited"" --format ""{{.ID}} {{.RunningFor}}"" | while read id time; do if [[ $time == *""days""* ]] && (( $(echo $time | grep -o '[0-9]\+' | head -1) > 24 )); then docker rm ""$id""; echo ""Removed container $id""; fi; done","ids=$(docker ps -a --filter 'status=exited' --filter 'exited=24h' -q); [ -n ""$ids"" ] && docker rm $ids && echo ""Removed containers: $ids"" || echo ""No containers to remove""",False,True,True,3
Q4_K_M:2,Q4_K_M,2,Extract the third column from a space‑separated file and sort it uniquely,cut -d' ' -f3 YOUR_FILE | sort -u,cut -d' ' -f3 data.txt | sort -u,False,True,True,5
Q4_K_M:2,Q4_K_M,2,Print the number of CPU cores,nproc,nproc,True,True,True,5
Q4_K_M:2,Q4_K_M,2,"Download the file https://example.com/archive.tar.gz and save it as /tmp/archive.tar.gz, showing a progress bar.",wget --progress=bar https://example.com/archive.tar.gz -O /tmp/archive.tar.gz,curl -L --progress-bar https://example.com/archive.tar.gz -o /tmp/archive.tar.gz,False,True,True,5
Q4_K_M:2,Q4_K_M,2,"Search recursively for the pattern ""TODO"" in the src/ directory and show line numbers","grep -Rn ""TODO"" src/","grep -R ""TODO"" -n src/",False,True,True,5
Q4_K_M:2,Q4_K_M,2,Start a system service named 'service_name',systemctl start service_name,systemctl start service_name,True,True,True,5
Q4_K_M:2,Q4_K_M,2,Add a user named 'example' to a group named 'example',usermod -aG example example,usermod -aG example example,True,True,True,5
Q4_K_M:2,Q4_K_M,2,Find all files larger than 100 MB in /var and list their sizes in a human‑readable format.,find /var -type f -size +100M -exec du -h {} +,"find /var -type f -size +100M -exec ls -lh {} + | awk '{print $5, $9}'",False,True,True,4
Q4_K_M:2,Q4_K_M,2,Change the permissions of the directory /var/www to 750 recursively.,chmod -R 750 /var/www,chmod -R 750 /var/www,True,True,True,5
Q4_K_M:2,Q4_K_M,2,Show the IP addresses of all network interfaces,ip -brief address,ip -brief address,True,True,True,5
Q4_K_M:2,Q4_K_M,2,"Using find, locate all executable files in /usr/local/bin that have been modified in the last week, and create a tar archive named recent_bins.tar containing them while preserving permissions.",find /usr/local/bin -type f -executable -mtime -7 -print0 | tar --null -czf recent_bins.tar --files-from=-,find /usr/local/bin -type f -executable -mtime -7 -print0 | tar --null -cvf recent_bins.tar --files-from=-,False,True,True,3
