prompt,command,expected,exact_match,formatting,syntax_valid,tool,flags,args,constraints,safety,overall,reasoning
Show the last 20 lines of system.log,journalctl -u systemd -n 20,tail -n 20 /var/log/system.log,False,True,True,False,0,0,0,True,1,"Incorrect tool: journalctl is for systemd logs, not system.log; expected tail command is more appropriate."
Search for the string 'ERROR' in all log files,"grep -rn ""ERROR"" /var/log/*","grep -i ""ERROR"" *.log",False,True,True,True,1,0,0,True,2,Incorrect path and file pattern; searches all /var/log/* instead of log files and misses case-insensitive flag.
Replace all occurrences of 'foo' with 'bar' in config.cfg (in-place),sed -i 's/foo/bar/g' config.cfg,sed -i 's/foo/bar/g' config.cfg,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, correct arguments, and all constraints are honored."
Move all .jpg files to the images folder,mv *.jpg images/,mv *.jpg images/,True,True,True,True,2,2,2,True,5,"Correct tool and command structure; however, the use of wildcards can be unsafe if not properly constrained, but the input_text does not specify any constraints."
Copy the entire project directory to a backup location preserving attributes,cp -a project/ backup/,cp -a project/ /backup/project/,False,True,True,True,2,1,1,True,3,"Correct tool and flag (-a for preserving attributes), but the destination path is incomplete; 'backup/' may not be a valid location."
Compress the logs directory into a gzipped tarball named logs.tar.gz,tar -czf logs.tar.gz logs/,tar -czvf logs.tar.gz logs/,False,True,True,True,1,2,2,True,4,"Correct tool and arguments, but missing the 'v' flag for verbose output which is commonly used when creating tarballs."
Extract the archive backup.tar.bz2 into the current directory,bunzip2 -c backup.tar.bz2 | tar -xvf -,tar -xjvf backup.tar.bz2,False,True,True,True,2,2,2,True,4,Correct tool and method but uses a more complex approach than the expected single tar command.
Monitor real-time system performance,sar -u -n DEV -r -b -s 60 -e 120,top,False,True,True,False,2,2,2,True,2,Uses sar with flags but expected tool is top; sar is not the primary tool for real-time monitoring.
Show the IP address of the eth0 interface,"ifconfig eth0 | grep -oP '\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3}'",ip addr show eth0 | grep 'inet ' | awk '{print $2}',False,True,True,True,2,2,2,True,4,"Uses ifconfig and regex to extract IP, which works but is less reliable than expected's method using ip and awk."
Test connectivity to example.com with 4 ping packets,ping -c 4 example.com,ping -c 4 example.com,True,True,True,True,2,2,2,True,5,"Correct tool, correct flag and argument; fully matches expected command."
Download a file from https://example.com/file.zip,curl -L -o file.zip https://example.com/file.zip,curl -O https://example.com/file.zip,False,True,True,True,2,2,2,True,5,Correct tool and URL; uses -o to specify output file instead of -O which uses the remote filename. Both are valid but -o is more explicit here.
Download a file with progress bar and resume support,curl -C - -L -o output https://example.com/file.bin,wget -c https://example.com/largefile.iso,False,True,True,True,2,2,2,True,5,"Uses curl with -C for resume and -L for redirects, but does not explicitly mention a progress bar; however, curl's default behavior includes progress by default."
List all currently listening TCP ports,ss -tlnp,ss -tln,False,True,True,True,1,2,2,True,4,Correct tool and flags; -p is not needed as it shows process info which is not required by the input_text.
Schedule a script backup.sh to run daily at 2am using cron,"echo ""0 2 * * * /home/user/backup.sh"" | crontab -","(crontab -l 2>/dev/null; echo ""0 2 * * * /usr/local/bin/backup.sh"") | crontab -",False,True,True,True,2,1,1,True,3,"Correct tool and flag, but the path to backup.sh is incorrect; the input_text does not specify the path, so using a placeholder is better."
"Print the first field of each line in data.csv, assuming comma delimiter","awk -F',' '{print $1}' data.csv","cut -d',' -f1 data.csv",False,True,True,True,2,2,2,True,5,"Correct tool and approach; uses awk with comma delimiter and prints first field, matching expected functionality."
Sort the file scores.txt numerically in descending order,sort -n -r scores.txt,sort -nr scores.txt,False,True,True,True,2,2,2,True,5,"Correct tool and flags; uses -n for numeric sort and -r for reverse order, matching the requirement."
Find duplicate lines in a file list.txt,sort list.txt | uniq -d,sort list.txt | uniq -d,True,True,True,True,2,2,2,True,5,Correct tool and method to find duplicate lines using sort and uniq.
Generate a random password of 16 characters,openssl rand -base64 16,openssl rand -base64 12 | cut -c1-16,False,True,True,True,2,2,2,True,5,"Uses openssl with base64 which may include non-alphanumeric characters, but meets the 16 character requirement. Expected uses cut but produced command is functionally equivalent."
Show the last modification time of all files in the current directory,ls -lS,"stat -c ""%y %n"" *",False,True,True,True,0,0,0,True,1,"The 'ls -lS' command sorts by size, not modification time; the correct flag for modification time is '-t'."
Display the difference between two files old.txt and new.txt,diff old.txt new.txt,diff old.txt new.txt,True,True,True,True,2,2,2,True,5,Correct tool and arguments; matches expected exactly.
Print the environment variables that contain the word PATH,env | grep PATH,env | grep PATH,True,True,True,True,2,2,2,True,5,Correct tool and command to filter environment variables containing PATH.
"Show the disk usage of each subdirectory in /home, human readable",du -sh --max-depth=1 /home,du -h --max-depth=1 /home,False,True,True,True,1,2,1,True,3,"Correct tool and flags, but -s is missing which is needed for summary per directory, and -h is present for human readable."
Convert all .png images in the images folder to .jpg format using ImageMagick,mogrify -format jpg images/*.png,"for f in images/*.png; do convert ""$f"" ""${f%.png}.jpg""; done",False,True,True,True,2,2,1,True,3,Uses mogrify correctly but does not preserve original files; expected uses convert in a loop to avoid overwriting.
Append the current date to the file notes.txt,"echo ""$(date)"" >> notes.txt",date >> notes.txt,False,True,True,True,2,2,2,True,4,Uses echo and date command correctly but expected uses direct date output; both are valid but expected is more concise.
Display the 5 most recent git commits in a repository,git log -5,git log -5 --oneline,False,True,True,True,1,2,2,True,4,Correct tool and flag for number of commits but lacks --oneline which is common for concise output.
Create a new git branch named feature-x from the current HEAD,git checkout -b feature-x,git checkout -b feature-x,True,True,True,True,2,2,2,True,5,Correct tool and command to create a new branch from current HEAD.
"Show the size of the /var directory, summarized in megabytes",du -sm /var,du -sm /var,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, correct argument, and meets the constraint of summarizing in megabytes."
"Search for the string 'TODO' in all .py files, showing line numbers","grep -rn ""TODO"" .","grep -n ""TODO"" *.py",False,True,True,True,1,0,0,True,2,Correct tool and flags but searches all files in current directory instead of only .py files as specified.
Display the current user's UID and GID,id -u,id -u && id -g,False,True,True,True,2,2,1,True,3,"Only retrieves UID, missing the GID as requested in the input_text."
Set the execute permission for all scripts in the bin directory,chmod +x bin/*,chmod +x bin/*.sh,False,True,True,True,2,0,0,True,2,"The command applies execute permission to all files in bin, not just scripts; constraints on targeting scripts are ignored."
Remove all empty lines from file data.txt,sed -i '/^$/d' data.txt,sed -i '/^$/d' data.txt,True,True,True,True,2,2,2,True,5,"Correct tool, correct flag, correct argument; fully matches expected command."
Print the first 3 columns of a tab-separated file data.tsv,"awk '{print $1""\t""$2""\t""$3}' data.tsv",cut -f1-3 data.tsv,False,True,True,True,2,2,2,True,4,Correct tool and approach but uses a more complex awk solution when cut is simpler and more appropriate.
Show the kernel version,uname -r,uname -r,True,True,True,True,2,2,2,True,5,Correct tool and flag used to show the kernel version.
Create a compressed zip archive of the docs folder named docs.zip,zip -r docs.zip docs,zip -r docs.zip docs/,False,True,True,True,2,2,2,True,5,"Correct tool and flags; the command works whether 'docs' is a directory or files, so no constraint violation."
Extract the zip archive backup.zip into the /tmp directory,unzip backup.zip -d /tmp,unzip backup.zip -d /tmp,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, correct arguments, and all constraints are honored."
List the 10 largest files in the current directory tree,du -h --max-depth=1 | sort -rh | head -10,find . -type f -exec du -h {} + | sort -hr | head -n 10,False,True,True,True,1,1,1,True,3,"Uses du with max-depth=1 which only checks immediate directory, not full tree; misses the 'current directory tree' constraint."
Display a tree view of the current directory up to depth 2,tree -L 2,tree -L 2,True,True,True,True,2,2,2,True,5,Correct tool and flag used to display tree view up to depth 2.
Create a user called alice with a home directory and bash shell,sudo useradd -m -s /bin/bash alice,sudo useradd -m -s /bin/bash alice,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, correct arguments; all constraints and safety considerations are met."
Lock the user account bob,sudo usermod -L bob,sudo usermod -L bob,True,True,True,True,2,2,2,True,5,Correct tool and flag used to lock the user account bob.
Show the HTTP response headers for https://example.com,curl -s -D - https://example.com,curl -I https://example.com,False,True,True,True,1,2,2,True,3,"Correct tool and flag for showing headers, but -D - is for saving headers to a file, while -I is the correct flag for showing headers directly."
Monitor file changes in /etc using inotifywait for 60 seconds,inotifywait -e modify /etc -m -t 60,timeout 60 inotifywait -m /etc,False,True,True,True,1,1,1,True,3,"Correct tool and flags, but -t 60 is not the right way to limit inotifywait; timeout is better for this use case."
Print the number of CPU cores,getconf _NPROCESSORS_ONLN,nproc,False,True,True,True,2,2,2,True,4,Correct tool and output but uses less common command; nproc is more standard for this task.
Show the first 10 lines of the file /var/log/syslog.,head -10 /var/log/syslog,head -n 10 /var/log/syslog,False,True,True,True,2,2,2,True,5,Correct tool and flag; both -10 and -n 10 are valid for showing first 10 lines.
Display the current working directory.,pwd,pwd,True,True,True,True,2,2,2,True,5,"Correct tool, no flags needed, no arguments required, and no constraints to honor."
Create a compressed tar archive named backup.tar.gz containing the directory /home/user/data.,tar -czf backup.tar.gz /home/user/data,tar -czf backup.tar.gz /home/user/data,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, correct arguments, and all constraints are honored."
Find all Python files modified in the last 2 days.,"find . -name ""*.py"" -mtime -2","find . -name ""*.py"" -mtime -2",True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, and correct arguments; matches expected exactly."
"Show disk usage of each directory in the current folder, sorted by size.",du -h --max-depth=1 | sort -rh,du -h --max-depth=1 | sort -hr,False,True,True,True,2,2,2,True,4,"Correct tool and flags; sort options differ but both achieve sorting by size, so minor issue."
"Replace all occurrences of ""foo"" with ""bar"" in file.txt and save changes in-place.",sed -i 's/foo/bar/g' file.txt,sed -i 's/foo/bar/g' file.txt,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, correct arguments, and all constraints are honored."
Show the process tree for the process with PID 1234.,pstree -p 1234,pstree -p 1234,True,True,True,True,2,2,2,True,5,Correct tool and flag used to show the process tree for PID 1234.
Download the file from https://example.com/file.zip and save it as file.zip.,curl -o file.zip https://example.com/file.zip,curl -O https://example.com/file.zip,False,True,True,True,2,2,2,True,5,Correct tool and flag; uses -o to specify the output filename as required by the input_text.
Extract the contents of archive.tar.gz into the directory /tmp/extract_here.,tar -xzf archive.tar.gz -C /tmp/extract_here,tar -xzf archive.tar.gz -C /tmp/extract_here,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, correct arguments, and all constraints are honored."
Display the 5 most memory‑intensive processes.,ps aux --sort=-%mem | head -5,ps aux --sort=-%mem | head -n 6,False,True,True,True,2,1,1,True,4,"Correct tool and flag for sorting by memory, but 'head -5' may not include the header row, whereas 'head -n 6' would. The command is mostly correct but may miss the header."
Show the IP addresses of all network interfaces.,"ifconfig | grep -E ""([0-9]{1,3}\.){3}[0-9]{1,3}"" | grep -v 127.0.0.1 | grep -v lo | awk '{print $2}' | cut -d: -f1",ip -brief address,False,True,True,True,0,0,2,True,3,Uses ifconfig and complex pipes instead of the more direct 'ip' command; correct but not optimal tool usage.
"Create a new user called ""devuser"" with a home directory and add them to the sudo group.",sudo useradd -m -s /bin/bash -G sudo devuser,sudo useradd -m -G sudo devuser,False,True,True,True,2,2,2,True,5,"Correct tool and flags; -s /bin/bash is optional and not required by input_text, but does not violate constraints."
Print the 3rd column of data.txt assuming it is whitespace‑delimited.,awk '{print $3}' data.txt,awk '{print $3}' data.txt,True,True,True,True,2,2,2,True,5,"Correct tool, correct flag, correct argument; fully matches expected."
Show the current system date and time in ISO‑8601 format.,"date -u +""%Y-%m-%dT%H:%M:%S""",date --iso-8601=seconds,False,True,True,True,1,2,2,True,4,Correct tool but uses manual formatting instead of the --iso-8601=seconds flag; both achieve the goal but the expected command is more direct.
Append the current timestamp to the file log.txt.,"echo ""$(date)"" >> log.txt",date >> log.txt,False,True,True,True,2,2,2,True,4,Uses echo and date command but the expected command is simpler and more direct.
Generate a random password of 16 characters using OpenSSL.,openssl rand -base64 16,openssl rand -base64 12,False,True,True,True,2,1,1,True,3,"Uses correct tool but generates 16 characters instead of 12 as expected, violating the input constraint."
Show the differences between file1.txt and file2.txt side by side.,diff -y file1.txt file2.txt,diff --side-by-side file1.txt file2.txt,False,True,True,True,1,2,2,True,4,"Correct tool and flag for side-by-side diff, but uses -y which is non-standard; expected uses --side-by-side."
Set the executable permission for all .sh scripts in the current directory.,chmod +x `ls -1 *.sh`,chmod +x *.sh,False,True,True,True,2,0,1,False,2,Uses a subshell with ls which is unsafe and unnecessary; correct command is simpler and safer.
Display the 10 most frequently used commands from your bash history.,history | awk '{print $2}' | sort | uniq -c | sort -rn | head -10,"history | awk '{CMD[$2]++} END {for (c in CMD) print CMD[c]"" ""c}' | sort -rn | head -n 10",False,True,True,True,2,2,2,True,4,"The command is correct but uses a less efficient method; it does not fully account for all command variations (e.g., with arguments) and may not count them accurately."
Monitor the CPU usage of the system in real time.,sar -u -f /var/log/syslog,top,False,True,True,False,0,0,0,True,1,"Wrong tool: sar is for historical data, not real-time monitoring; top is the correct tool for real-time CPU monitoring."
Compress all .log files in /var/log into a single zip archive named logs.zip.,"find /var/log -name ""*.log"" -exec gzip {} + | zip logs.zip -",zip logs.zip /var/log/*.log,False,True,True,True,2,2,2,True,4,"Uses gzip and pipe to zip, but expected uses zip directly; both are valid but expected is more direct."
Show the size of the file largefile.bin in a human‑readable format.,ls -lh largefile.bin,ls -lh largefile.bin,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, correct argument; fully meets the input_text requirements."
List the 15 most recently modified files in the home directory.,ls -t ~ | head -15,ls -lt ~ | head -n 15,False,True,True,True,1,2,2,True,4,"Correct tool and approach but missing the '-l' flag for detailed listing which is implied by 'ls -lt', and 'head -n 15' is slightly more precise than 'head -15'."
Print the environment variable PATH.,printenv PATH,echo $PATH,False,True,True,True,2,2,2,True,5,Correct tool and flag; both printenv and echo $PATH are valid methods to print PATH.
Convert all .wav audio files in the current folder to .mp3 using ffmpeg.,ffmpeg -i YOUR_INPUT YOUR_OUTPUT,"for f in *.wav; do ffmpeg -i ""$f"" ""${f%.wav}.mp3""; done",False,True,True,True,0,0,0,True,1,Command is a placeholder and does not actually perform the requested conversion; args are incorrect.
Check the syntax of the script test.sh without executing it.,sh -n test.sh,bash -n test.sh,False,True,True,True,2,2,2,True,5,"Correct tool (sh) and flag (-n) used; syntax is valid and matches the task, though 'bash' could also be used."
Display the current swap usage in megabytes.,swapon --show | awk '{print $3}',"free -m | awk '/Swap/ {print $3"" MB used, ""$4"" MB free""}'",False,True,True,True,2,2,2,True,5,"Uses swapon and awk correctly to display swap usage in MB, though the expected command uses free -m for a different output format."
Print the first field of each line in /etc/passwd (the usernames).,cut -d: -f1 /etc/passwd,cut -d: -f1 /etc/passwd,True,True,True,True,2,2,2,True,5,"Correct tool, correct delimiter and field selection, correct file path."
Schedule a command to run at 2:30 AM tomorrow using at.,"echo ""echo 'Hello, World!'"" | at 02:30 Jan 02","echo ""/usr/bin/backup.sh"" | at 02:30 tomorrow",False,True,True,True,2,1,1,True,3,Uses 'at' correctly but the command to execute is not the one specified in input_text. The placeholder for the command is not aligned with the instruction.
Show the number of CPU cores available.,getconf _NPROCESSORS_ONLN,nproc,False,True,True,True,2,2,2,True,4,Correct tool and output but uses less common command; nproc is more standard for this task.
Find and delete all empty directories under /tmp.,find /tmp -type d -empty -delete,find /tmp -type d -empty -delete,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, and correct arguments; fully honors the input_text constraints."
Display the last 5 commits in the current git repository in one‑line format.,git log -n 5 --oneline,git log --oneline -5,False,True,True,True,2,2,2,True,5,"Correct tool and flags; -n 5 and -5 are equivalent, so command is correct."
Create a 100 MB file filled with zeros named zero.bin.,dd if=/dev/zero of=zero.bin bs=1M count=100,dd if=/dev/zero of=zero.bin bs=1M count=100,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, correct arguments, and all constraints are honored."
"List all installed packages that contain the word ""python"" using apt.",apt-cache search python,apt list --installed | grep python,False,True,True,True,0,0,0,True,1,"Uses apt-cache search which lists all packages with 'python' in their description, not just installed ones. The expected command filters installed packages, which is more accurate to the input."
Print the total number of lines across all .txt files in the current directory.,cat *.txt | wc -l,cat *.txt | wc -l,True,True,True,True,2,2,2,True,5,Correct tool and approach; uses cat and wc -l to count lines in all .txt files.
Display the current firewall rules using ufw.,sudo ufw status verbose,sudo ufw status verbose,True,True,True,True,2,2,2,True,5,Correct tool and flag used to display firewall rules with verbosity.
Rename all files ending with .jpeg to .jpg in the current directory.,rename 's/\.jpeg$/.jpg/' *.jpeg,"for f in *.jpeg; do mv ""$f"" ""${f%.jpeg}.jpg""; done",False,True,True,True,2,2,2,True,5,"Uses the correct tool (rename) with the correct pattern, but the expected answer uses a for loop approach. Both are valid, but the command is correct and meets the input requirements."
Show the memory usage of each mounted filesystem.,"df -m | awk '{print $1, $2, $3, $4, $5, $6, $7, $8, $9, $10, $11, $12, $13, $14, $15, $16, $17, $18, $19, $20, $21, $22, $23, $24, $25, $26, $27, $28, $29, $30, $31, $32, $3","df -h --output=source,size,used,avail,pcent,target",False,True,False,True,0,0,0,True,1,Command is incomplete and invalid due to truncated column list; uses df but lacks proper flags for memory usage.
Generate a SHA‑256 checksum for the file archive.tar.gz.,sha256sum archive.tar.gz,sha256sum archive.tar.gz,True,True,True,True,2,2,2,True,5,Correct tool and arguments used to generate SHA-256 checksum for the specified file.
Print the current shell's version.,echo $(uname -r),echo $BASH_VERSION,False,True,True,False,0,0,0,True,1,"Incorrect tool: uname -r shows kernel version, not shell version; BASH_VERSION is the correct variable to check."
Display the system's uptime in a human‑readable format.,uptime,uptime -p,False,True,True,True,1,2,1,True,3,"The 'uptime' command without flags outputs in a standard format, but the expected command uses '-p' for a more human-readable format as specified."
List all users currently logged in.,who | cut -d ' ' -f 1,who,False,True,True,True,2,2,2,True,4,Correct tool but unnecessary processing with cut; expected is simpler and sufficient.
"Search for the pattern ""^ERROR"" at the beginning of lines in syslog.log and show line numbers.","grep -n ""^ERROR"" syslog.log","grep -n ""^ERROR"" syslog.log",True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, correct arguments, and all constraints are honored."
Set the system date to 2023‑12‑31 23:59 using the date command (requires root).,"sudo date -s ""2023-12-31 23:59""","sudo date -s ""2023-12-31 23:59""",True,True,True,True,2,2,2,True,5,"Correct tool, correct flag, correct argument, and correct use of sudo for root access."
"Create a directory structure src/{main,test} in one command.","mkdir -p src/{main,test}","mkdir -p src/{main,test}",True,True,True,True,2,2,2,True,5,"Correct tool, correct flag, correct args; matches expected exactly."
"Show the difference between two branches, feature and develop, in a git repository.",git diff feature develop,git diff feature..develop,False,True,True,True,2,2,2,True,5,Correct tool and command structure; uses 'feature develop' instead of 'feature..develop' but both are valid syntax for git diff.
Display the contents of the file config.yaml with syntax highlighting using bat (if installed).,bat config.yaml,bat config.yaml,True,True,True,True,2,2,2,True,5,Correct tool and correct argument; syntax highlighting is handled by bat as intended.
Limit the output of ls to the first 20 entries using head.,ls | head -20,ls | head -n 20,False,True,True,True,1,2,2,True,4,"Correct tool and approach, but uses -20 instead of -n 20 which is less standard for head."
Find all files larger than 500 MB in /var and write their paths to large_files.txt.,find /var -size +500M > large_files.txt,find /var -type f -size +500M > large_files.txt,False,True,True,True,1,2,1,True,4,"Missing -type f flag which ensures only files are considered, but otherwise correct command."
Print the current time in UTC.,"date -u +""%Y-%m-%dT%H:%M:%S""",date -u,False,True,True,True,1,1,1,True,3,"Correct tool and flag, but lacks formatting options; expected command is simpler but input_text asks for formatted output."
Show the last 5 entries of the system journal for the ssh service.,journalctl -u sshd -n 5,journalctl -u ssh -n 5,False,True,True,True,1,1,0,True,2,Incorrect service name (sshd instead of ssh); violates the constraint of targeting the ssh service.
"Create a Bash array named fruits containing ""apple"", ""banana"", and ""cherry"".","fruits=(""apple"" ""banana"" ""cherry"")","fruits=(""apple"" ""banana"" ""cherry"")",True,True,True,True,2,2,2,True,5,Correctly creates the array with the specified elements using proper syntax.
Display the current terminal's dimensions (rows and columns).,tput cols && tput lines,stty size,False,True,True,True,2,2,2,True,4,Correct tool but uses tput instead of stty; both are valid but stty is more direct for terminal size.
"Combine the contents of file1.txt and file2.txt into a new file combined.txt, removing duplicate lines.",cat file1.txt file2.txt | sort -u > combined.txt,cat file1.txt file2.txt | sort -u > combined.txt,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, correct args, and all constraints are honored."
"Show all files, including hidden ones, in the current directory",ls -A,ls -la,False,True,True,True,1,2,2,True,4,Correct tool but uses -A instead of -a; missing the 'l' flag for long listing format as expected.
Display the first 10 lines of a file named data.log,head data.log,head -n 10 data.log,False,True,True,True,2,2,2,True,5,Correct tool and args; -n 10 is optional but head without args defaults to 10 lines.
Show the last 20 lines of syslog and continuously follow new entries,sudo tail -f /var/log/syslog | grep -i YOUR_PATTERN,tail -n 20 -f /var/log/syslog,False,True,True,True,1,1,0,True,2,Command adds unnecessary grep which is not mentioned in input_text; misses the -n 20 flag.
"Count how many times the word ""error"" appears in the file report.txt (case‑insensitive)","grep -i ""error"" report.txt | wc -l","grep -i ""error"" report.txt | wc -l",True,True,True,True,2,2,2,True,5,"Correct tool, correct flags for case-insensitive search and counting, matches expected exactly."
"Show disk usage of each directory in the current folder, sorted by size",du -h --max-depth=1 | sort -rh,du -sh * | sort -h,False,True,True,True,2,2,1,True,4,Uses correct tool and flags but does not explicitly sort by size as requested; sort -rh is less standard than sort -h.
Create a compressed tar archive named backup.tar.gz containing the folder /etc and /var/www,tar -czf backup.tar.gz -C / etc /var/www,tar -czvf backup.tar.gz /etc /var/www,False,True,True,True,0,0,0,True,1,Incorrect use of -C flag and wrong directory paths; correct command should use /etc and /var/www directly without -C.
Extract the archive backup.tar.gz into /tmp directory,tar -xzf backup.tar.gz -C /tmp,tar -xzvf backup.tar.gz -C /tmp,False,True,True,True,1,2,2,True,4,Correct tool and args but missing the 'v' flag for verbose output which is commonly expected when extracting archives.
List all running processes that belong to the user alice,ps -u alice,ps -u alice -f,False,True,True,True,1,2,1,True,3,"Correct tool and flag for listing processes belonging to user alice, but lacks the -f flag for full format as expected."
"Replace all occurrences of ""foo"" with ""bar"" in file config.cfg (in‑place)",sed -i 's/foo/bar/g' config.cfg,sed -i 's/foo/bar/g' config.cfg,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, correct args, and all constraints are honored."
Show the amount of free and used memory in a human‑readable format,free -h,free -h,True,True,True,True,2,2,2,True,5,Correct tool and flag used to display memory in human-readable format.
Download a file from https://example.com/file.zip and save it as file.zip,curl -o file.zip https://example.com/file.zip,curl -L -o file.zip https://example.com/file.zip,False,True,True,True,1,2,2,True,4,"Correct tool and output filename, but missing -L flag which is needed to follow redirects."
Upload local file image.png to https://transfer.sh/ and display the resulting URL,curl -s -F file=@image.png https://transfer.sh/,curl --upload-file ./image.png https://transfer.sh/image.png,False,True,True,True,1,1,0,True,2,Uses correct tool but wrong method for upload; does not display the resulting URL as required.
Show the last modification time of the file script.sh,stat -c %y script.sh,stat -c %y script.sh,True,True,True,True,2,2,2,True,5,Correct tool and flag used to show the last modification time of the file.
Create a new user called devuser without a home directory and set its shell to /bin/bash,sudo useradd -m -s /bin/bash devuser,sudo useradd -M -s /bin/bash devuser,False,True,True,True,1,1,1,True,3,"The -m flag creates a home directory, but the input_text specifies to avoid it; the -M flag is needed instead."
Find the top 5 processes consuming the most memory,ps aux --sort=-%mem | head -5,ps aux --sort=-%mem | head -n 6,False,True,True,True,2,1,1,True,3,"Correct tool and flag for sorting by memory, but head -5 misses the header row; expected uses head -n 6 to include it."
Print the IPv4 address of the primary network interface,"ifconfig $(ip route | grep default | head -1 | awk '{print $NF}') | grep -oP ""\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3}""",ip -4 addr show $(ip route get 8.8.8.8 | awk '{print $5}') | grep -oP '(?<=inet\s)\d+(\.\d+){3}',False,True,True,True,2,2,2,True,4,Uses ifconfig and a complex command to extract IPv4 address; correct but less efficient than expected command.
"Show the number of lines, words and bytes in file summary.txt",wc summary.txt,wc summary.txt,True,True,True,True,2,2,2,True,5,Correct tool and arguments; command matches expected exactly.
List all open network ports and the processes that own them,lsof -i -P -n,sudo lsof -i -P -n | grep LISTEN,False,True,True,True,2,2,1,True,4,Correct tool with appropriate flags but lacks the 'LISTEN' filter and may require sudo for full access.
"Show the difference between two files, old.conf and new.conf, ignoring whitespace changes",diff -Naur old.conf new.conf,diff -w old.conf new.conf,False,True,True,True,0,2,0,True,1,The -Naur flags are not correct for ignoring whitespace; the -w flag is required but missing.
"Search recursively for the string ""TODO"" in all .py files, showing file name and line number","grep -rn ""TODO"" src/","grep -rn ""TODO"" --include='*.py' .",False,True,True,True,1,1,0,True,2,Missing --include flag to limit to .py files; does not honor the constraint of searching only in .py files.
Schedule a script backup.sh to run daily at 2 AM using cron (system‑wide),"echo ""0 2 * * * /home/user/backup.sh"" | crontab -","echo ""0 2 * * * root /usr/local/bin/backup.sh"" | sudo tee /etc/cron.d/daily_backup",False,True,True,True,0,0,0,True,1,"Uses crontab - but input_text asks for system-wide cron, which requires editing /etc/cron.d/ with sudo."
Print the size of the file video.mp4 in megabytes with two decimal places,du -sm video.mp4 | cut -f1,"printf ""%.2f MB\n"" $(du -b video.mp4 | cut -f1 | awk '{print $1/1024/1024}')",False,True,True,True,1,2,1,True,3,Uses du and cut but does not format to two decimal places as required; misses the precision constraint.
"Convert all .wav files in the current directory to .mp3 using ffmpeg, preserving the original filenames","for f in *.wav; do ffmpeg -i ""$f"" ""${f%.wav}.mp3""; done","for f in *.wav; do ffmpeg -i ""$f"" ""${f%.wav}.mp3""; done",True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, correct args, and all constraints are honored."
Display the 5 most recent git commits in a compact format,git log -5 --oneline,git log -5 --oneline,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, and correct arguments to display 5 most recent commits in compact format."
Replace spaces with underscores in all filenames within the directory pictures/,rename 's/ /_/g' pictures/*,"for f in pictures/*\ *; do mv ""$f"" ""${f// /_}""; done",False,True,True,True,2,2,2,True,4,Uses 'rename' which may not be available on all systems; correct approach but may not be as portable as the expected solution.
Calculate the SHA‑256 checksum of the file archive.zip and save it to archive.sha256,sha256sum archive.zip > archive.sha256,sha256sum archive.zip > archive.sha256,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, correct arguments, and correct output file specified."
"List the top 10 largest files in the filesystem, sorted descending",sudo find / -type f -exec ls -lS {} + | head -10,find / -type f -exec du -h {} + 2>/dev/null | sort -rh | head -n 10,False,True,True,True,1,1,1,True,3,Uses find and ls -lS but does not sort by size descending as required; uses sudo which may not be needed.
"Show a real‑time view of the last 100 lines of /var/log/auth.log, highlighting the word ""failed""","watch -n 1 ""grep -C 1 failed /var/log/auth.log | tail -100""","tail -n 100 -f /var/log/auth.log | grep --color=always -i ""failed""",False,True,True,True,1,1,1,True,3,Uses watch and grep but misses real-time with -f and doesn't highlight properly; approach is suboptimal.
Create a Docker container from the image nginx:latest and map host port 8080 to container port 80,docker run -d -p 8080:80 nginx:latest,docker run -d -p 8080:80 nginx:latest,True,True,True,True,2,2,2,True,5,"Correct tool, correct flags, correct port mapping and image name."
Stop and remove all Docker containers that have exited,docker container prune -f,docker rm $(docker ps -a -q -f status=exited),False,True,True,True,1,1,1,True,3,"Uses docker container prune which removes all stopped containers, but input_text specifies to remove only exited containers, which is a constraint not fully honored."
"List all installed packages that contain the word ""python"" using apt",apt-cache search python,apt list --installed | grep python,False,True,True,True,0,0,0,True,1,"Uses apt-cache search which lists all packages with 'python' in their description, not just installed ones. The expected command filters installed packages, which is more accurate to the input."
